simulated_period,simulated_disaster,year,month,day,date,region,pa_projects,ia_registrations
316,20381,2021,9,13,2021-09-13,5,110,0
316,20382,2021,9,18,2021-09-18,7,1279,0
316,20383,2021,9,19,2021-09-19,1,96,0
316,20384,2021,9,20,2021-09-20,4,978,46124
316,20385,2021,9,30,2021-09-30,3,58,0
316,20386,2021,10,1,2021-10-01,10,65,0
316,20387,2021,10,23,2021-10-23,8,250,0
316,20388,2021,11,8,2021-11-08,6,43,46226
316,20389,2021,11,8,2021-11-08,8,75,0
316,20390,2021,11,27,2021-11-27,1,164,0
316,20391,2022,1,15,2022-01-15,4,174,0
316,20392,2022,1,18,2022-01-18,9,69,0
316,20393,2022,1,20,2022-01-20,6,781,7569
316,20394,2022,1,30,2022-01-30,6,227,5506
316,20395,2022,1,30,2022-01-30,7,95,0
316,20396,2022,2,5,2022-02-05,1,92,0
317,20397,2021,3,2,2021-03-02,2,273,0
317,20398,2021,3,2,2021-03-02,8,13,0
317,20399,2021,3,4,2021-03-04,6,0,2553
317,20400,2021,3,9,2021-03-09,2,433,0
317,20401,2021,3,10,2021-03-10,6,489,0
317,20402,2021,3,13,2021-03-13,3,2983,220
317,20403,2021,3,15,2021-03-15,8,25,0
317,20404,2021,3,15,2021-03-15,8,78,0
317,20405,2021,3,17,2021-03-17,8,14,10677
317,20406,2021,3,25,2021-03-25,3,159,0
317,20407,2021,4,3,2021-04-03,4,1473,0
317,20408,2021,4,7,2021-04-07,3,180,0
317,20409,2021,4,22,2021-04-22,3,1567,82
317,20410,2021,4,26,2021-04-26,6,186,0
317,20411,2021,4,28,2021-04-28,2,52,0
317,20412,2021,4,30,2021-04-30,3,247,0
317,20413,2021,5,13,2021-05-13,7,161,0
317,20414,2021,5,16,2021-05-16,9,225,1216
317,20415,2021,5,17,2021-05-17,10,241,0
317,20416,2021,5,22,2021-05-22,4,136,0
317,20417,2021,5,24,2021-05-24,8,455,8313
317,20418,2021,5,27,2021-05-27,4,155,0
317,20419,2021,5,29,2021-05-29,2,3325,6071
317,20420,2021,6,6,2021-06-06,5,877,0
317,20421,2021,6,23,2021-06-23,3,277,766
317,20422,2021,6,24,2021-06-24,5,28,0
317,20423,2021,6,29,2021-06-29,4,3044,0
317,20424,2021,7,3,2021-07-03,7,193,0
317,20425,2021,7,13,2021-07-13,10,97,0
317,20426,2021,7,17,2021-07-17,1,88,0
317,20427,2021,7,21,2021-07-21,7,205,2796
317,20428,2021,7,24,2021-07-24,10,437,0
317,20429,2021,7,25,2021-07-25,5,1571,0
317,20430,2021,7,26,2021-07-26,2,242,0
317,20431,2021,7,31,2021-07-31,7,20,0
317,20432,2021,8,1,2021-08-01,9,998,14716
317,20433,2021,8,4,2021-08-04,8,42,0
317,20434,2021,8,9,2021-08-09,5,87,0
317,20435,2021,8,11,2021-08-11,3,17,0
317,20436,2021,8,15,2021-08-15,6,382,39903
317,20437,2021,8,16,2021-08-16,2,0,14385
317,20438,2021,8,22,2021-08-22,4,137,20310
317,20439,2021,8,24,2021-08-24,8,38,0
317,20440,2021,9,1,2021-09-01,2,657,0
317,20441,2021,9,30,2021-09-30,2,200,0
317,20442,2021,9,30,2021-09-30,10,57,0
317,20443,2021,10,6,2021-10-06,4,21,0
317,20444,2021,10,9,2021-10-09,1,289,0
317,20445,2021,10,12,2021-10-12,1,139,0
317,20446,2021,10,14,2021-10-14,7,11396,267756
317,20447,2021,10,21,2021-10-21,3,2129,129617
317,20448,2021,10,23,2021-10-23,4,116,0
317,20449,2021,10,29,2021-10-29,4,524,0
317,20450,2021,10,29,2021-10-29,7,24,0
317,20451,2021,11,8,2021-11-08,8,49,0
317,20452,2021,11,14,2021-11-14,4,1131,136549
317,20453,2021,11,23,2021-11-23,4,75,0
317,20454,2021,12,10,2021-12-10,9,34,0
317,20455,2021,12,14,2021-12-14,2,208,0
317,20456,2021,12,19,2021-12-19,1,372,0
317,20457,2022,1,2,2022-01-02,7,209,0
317,20458,2022,1,5,2022-01-05,2,857,0
317,20459,2022,1,19,2022-01-19,7,2075,855
317,20460,2022,1,22,2022-01-22,6,934,1405
317,20461,2022,1,24,2022-01-24,2,2093,0
317,20462,2022,2,7,2022-02-07,8,130,0
318,20463,2021,3,3,2021-03-03,5,1300,0
318,20464,2021,3,4,2021-03-04,6,297,0
318,20465,2021,3,8,2021-03-08,7,94,0
318,20466,2021,3,17,2021-03-17,1,101,0
318,20467,2021,3,26,2021-03-26,5,222,0
318,20468,2021,3,27,2021-03-27,1,492,0
318,20469,2021,3,31,2021-03-31,9,46,0
318,20470,2021,4,5,2021-04-05,1,138,0
318,20471,2021,4,22,2021-04-22,10,321,1964
318,20472,2021,4,25,2021-04-25,3,38,0
318,20473,2021,4,25,2021-04-25,9,11,0
318,20474,2021,4,26,2021-04-26,10,132,0
318,20475,2021,4,27,2021-04-27,3,52,0
318,20476,2021,4,30,2021-04-30,3,162,0
318,20477,2021,5,3,2021-05-03,9,192,0
318,20478,2021,5,13,2021-05-13,4,599,0
318,20479,2021,5,19,2021-05-19,1,99,0
318,20480,2021,5,23,2021-05-23,5,528,0
318,20481,2021,5,24,2021-05-24,6,379,0
318,20482,2021,5,25,2021-05-25,4,0,485
318,20483,2021,5,31,2021-05-31,6,1637,21074
318,20484,2021,6,3,2021-06-03,1,60,0
318,20485,2021,6,5,2021-06-05,2,800,0
318,20486,2021,6,5,2021-06-05,8,360,0
318,20487,2021,6,5,2021-06-05,9,12,0
318,20488,2021,6,8,2021-06-08,9,6,0
318,20489,2021,6,13,2021-06-13,4,209,0
318,20490,2021,6,15,2021-06-15,7,40,0
318,20491,2021,6,17,2021-06-17,4,901,0
318,20492,2021,6,19,2021-06-19,4,86,0
318,20493,2021,6,21,2021-06-21,7,1211,0
318,20494,2021,6,25,2021-06-25,7,189,0
318,20495,2021,6,27,2021-06-27,8,31,0
318,20496,2021,6,28,2021-06-28,4,66,0
318,20497,2021,7,1,2021-07-01,9,94,0
318,20498,2021,7,5,2021-07-05,7,313,0
318,20499,2021,7,6,2021-07-06,3,1572,4171
318,20500,2021,7,6,2021-07-06,4,9,0
318,20501,2021,7,7,2021-07-07,7,433,0
318,20502,2021,7,11,2021-07-11,4,355,3273
318,20503,2021,7,13,2021-07-13,10,15,0
318,20504,2021,7,14,2021-07-14,7,29,0
318,20505,2021,7,16,2021-07-16,5,1108,0
318,20506,2021,7,27,2021-07-27,3,546,0
318,20507,2021,8,4,2021-08-04,4,1141,131820
318,20508,2021,8,4,2021-08-04,6,36,0
318,20509,2021,8,8,2021-08-08,7,288,4672
318,20510,2021,8,10,2021-08-10,3,19,0
318,20511,2021,8,12,2021-08-12,8,25,0
318,20512,2021,8,18,2021-08-18,5,137,0
318,20513,2021,8,26,2021-08-26,6,173,0
318,20514,2021,8,29,2021-08-29,8,10,0
318,20515,2021,8,31,2021-08-31,10,1369,0
318,20516,2021,9,10,2021-09-10,6,6227,48115
318,20517,2021,9,10,2021-09-10,7,85,0
318,20518,2021,9,12,2021-09-12,7,1371,0
318,20519,2021,9,20,2021-09-20,6,208,0
318,20520,2021,9,20,2021-09-20,7,165,0
318,20521,2021,9,20,2021-09-20,9,114,0
318,20522,2021,9,23,2021-09-23,1,164,0
318,20523,2021,9,24,2021-09-24,1,46,0
318,20524,2021,9,25,2021-09-25,1,103,0
318,20525,2021,9,27,2021-09-27,3,145,0
318,20526,2021,9,30,2021-09-30,1,84,2899
318,20527,2021,10,4,2021-10-04,6,43,0
318,20528,2021,10,8,2021-10-08,4,1547,138154
318,20529,2021,10,23,2021-10-23,3,233,0
318,20530,2021,10,27,2021-10-27,3,511,32242
318,20531,2021,10,31,2021-10-31,4,0,12941
318,20532,2021,10,31,2021-10-31,6,8,0
318,20533,2021,11,1,2021-11-01,8,30,0
318,20534,2021,11,20,2021-11-20,8,46,0
318,20535,2021,11,20,2021-11-20,9,2,0
318,20536,2021,12,1,2021-12-01,1,111,0
318,20537,2021,12,4,2021-12-04,9,262,0
318,20538,2021,12,27,2021-12-27,7,322,0
318,20539,2022,1,7,2022-01-07,4,3548,4902
318,20540,2022,1,29,2022-01-29,10,241,0
318,20541,2022,2,5,2022-02-05,6,808,0
318,20542,2022,2,22,2022-02-22,6,123,0
319,20543,2021,2,28,2021-02-28,8,199,0
319,20544,2021,3,9,2021-03-09,3,325,0
319,20545,2021,3,14,2021-03-14,9,259,0
319,20546,2021,3,20,2021-03-20,9,72,0
319,20547,2021,3,21,2021-03-21,5,895,518
319,20548,2021,3,22,2021-03-22,4,261,0
319,20549,2021,3,27,2021-03-27,2,1125,0
319,20550,2021,3,29,2021-03-29,1,94,0
319,20551,2021,3,29,2021-03-29,9,186,0
319,20552,2021,4,5,2021-04-05,4,51,0
319,20553,2021,4,9,2021-04-09,1,170,0
319,20554,2021,4,11,2021-04-11,10,186,0
319,20555,2021,4,19,2021-04-19,3,589,0
319,20556,2021,4,27,2021-04-27,6,220,832
319,20557,2021,5,9,2021-05-09,4,495,6761
319,20558,2021,5,17,2021-05-17,7,862,0
319,20559,2021,5,21,2021-05-21,4,2671,0
319,20560,2021,5,22,2021-05-22,1,42,0
319,20561,2021,5,26,2021-05-26,7,107,0
319,20562,2021,5,28,2021-05-28,6,30,0
319,20563,2021,5,30,2021-05-30,7,196,0
319,20564,2021,6,2,2021-06-02,4,459,518
319,20565,2021,6,4,2021-06-04,10,53,0
319,20566,2021,6,10,2021-06-10,8,58,0
319,20567,2021,6,10,2021-06-10,10,23,0
319,20568,2021,6,23,2021-06-23,6,767,0
319,20569,2021,6,24,2021-06-24,6,49,0
319,20570,2021,6,24,2021-06-24,10,55,0
319,20571,2021,6,26,2021-06-26,10,58,0
319,20572,2021,7,14,2021-07-14,10,22,0
319,20573,2021,7,16,2021-07-16,6,76,0
319,20574,2021,8,9,2021-08-09,4,238,0
319,20575,2021,8,13,2021-08-13,6,190,0
319,20576,2021,8,15,2021-08-15,4,470,0
319,20577,2021,8,20,2021-08-20,3,427,0
319,20578,2021,8,22,2021-08-22,1,196,721
319,20579,2021,8,24,2021-08-24,9,56,0
319,20580,2021,8,26,2021-08-26,6,634,0
319,20581,2021,8,27,2021-08-27,4,1476,38159
319,20582,2021,9,5,2021-09-05,5,1455,0
319,20583,2021,9,13,2021-09-13,1,95,0
319,20584,2021,9,14,2021-09-14,6,227,0
319,20585,2021,9,18,2021-09-18,8,61,0
319,20586,2021,9,18,2021-09-18,9,172,0
319,20587,2021,9,25,2021-09-25,6,148,0
319,20588,2021,10,11,2021-10-11,8,1357,2963
319,20589,2021,10,12,2021-10-12,2,101,0
319,20590,2021,10,12,2021-10-12,4,173,0
319,20591,2021,10,20,2021-10-20,4,409,0
319,20592,2021,10,30,2021-10-30,7,65,0
319,20593,2021,11,12,2021-11-12,4,0,445
319,20594,2021,11,14,2021-11-14,10,21,0
319,20595,2021,12,18,2021-12-18,5,407,0
319,20596,2022,1,15,2022-01-15,1,354,0
319,20597,2022,1,29,2022-01-29,6,89,0
319,20598,2022,2,1,2022-02-01,8,35,0
319,20599,2022,2,6,2022-02-06,4,358,39276
319,20600,2022,2,9,2022-02-09,1,265,0
319,20601,2022,2,10,2022-02-10,8,232,0
319,20602,2022,2,15,2022-02-15,1,2453,0
320,20603,2021,2,28,2021-02-28,5,146,0
320,20604,2021,3,1,2021-03-01,4,1019,0
320,20605,2021,3,2,2021-03-02,1,267,0
320,20606,2021,3,23,2021-03-23,1,837,6226
320,20607,2021,4,2,2021-04-02,9,209,86
320,20608,2021,4,15,2021-04-15,4,339,13059
320,20609,2021,5,1,2021-05-01,6,82,6729
320,20610,2021,5,3,2021-05-03,6,191,25878
320,20611,2021,5,12,2021-05-12,4,2268,2982
320,20612,2021,5,14,2021-05-14,7,209,0
320,20613,2021,5,17,2021-05-17,6,564,4357
320,20614,2021,5,20,2021-05-20,4,84,0
320,20615,2021,5,27,2021-05-27,4,477,0
320,20616,2021,5,30,2021-05-30,3,466,0
320,20617,2021,6,11,2021-06-11,9,48,0
320,20618,2021,6,24,2021-06-24,8,76,0
320,20619,2021,7,3,2021-07-03,7,217,0
320,20620,2021,7,8,2021-07-08,6,420,0
320,20621,2021,7,10,2021-07-10,6,138,0
320,20622,2021,7,11,2021-07-11,2,114,0
320,20623,2021,7,15,2021-07-15,5,353,0
320,20624,2021,7,17,2021-07-17,2,119,0
320,20625,2021,7,18,2021-07-18,7,82,0
320,20626,2021,7,18,2021-07-18,7,1610,14089
320,20627,2021,7,19,2021-07-19,7,316,0
320,20628,2021,7,23,2021-07-23,2,167,0
320,20629,2021,7,31,2021-07-31,6,1046,0
320,20630,2021,7,31,2021-07-31,7,15,0
320,20631,2021,8,5,2021-08-05,7,41,450
320,20632,2021,8,13,2021-08-13,4,331,13043
320,20633,2021,8,31,2021-08-31,4,99,5052
320,20634,2021,9,3,2021-09-03,10,27,0
320,20635,2021,9,7,2021-09-07,9,10,0
320,20636,2021,9,18,2021-09-18,7,103,0
320,20637,2021,9,19,2021-09-19,7,488,0
320,20638,2021,9,19,2021-09-19,7,739,0
320,20639,2021,9,21,2021-09-21,1,285,0
320,20640,2021,9,21,2021-09-21,9,81,0
320,20641,2021,10,1,2021-10-01,6,16,0
320,20642,2021,10,1,2021-10-01,8,80,0
320,20643,2021,10,11,2021-10-11,6,38,0
320,20644,2021,10,27,2021-10-27,7,1612,0
320,20645,2021,10,28,2021-10-28,6,248,0
320,20646,2021,10,29,2021-10-29,5,759,0
320,20647,2021,12,12,2021-12-12,1,1968,0
320,20648,2022,1,5,2022-01-05,6,346,0
320,20649,2022,1,5,2022-01-05,7,360,0
320,20650,2022,1,12,2022-01-12,10,131,0
320,20651,2022,1,15,2022-01-15,6,646,0
320,20652,2022,1,18,2022-01-18,10,54,0
320,20653,2022,1,23,2022-01-23,9,350,1170
320,20654,2022,1,28,2022-01-28,5,261,0
320,20655,2022,1,29,2022-01-29,8,4,0
320,20656,2022,2,2,2022-02-02,6,1490,0
320,20657,2022,2,6,2022-02-06,7,186,0
320,20658,2022,2,8,2022-02-08,6,0,355
320,20659,2022,2,11,2022-02-11,4,555,0
320,20660,2022,2,19,2022-02-19,1,1411,0
320,20661,2022,2,20,2022-02-20,6,769,0
320,20662,2022,2,22,2022-02-22,6,0,2658
321,20663,2021,2,24,2021-02-24,7,969,0
321,20664,2021,3,5,2021-03-05,3,992,0
321,20665,2021,3,24,2021-03-24,3,176,0
321,20666,2021,4,1,2021-04-01,8,85,0
321,20667,2021,4,5,2021-04-05,2,4672,1313
321,20668,2021,4,6,2021-04-06,6,249,7560
321,20669,2021,4,7,2021-04-07,6,130,331
321,20670,2021,4,8,2021-04-08,2,3292,0
321,20671,2021,4,9,2021-04-09,8,1966,67
321,20672,2021,4,13,2021-04-13,4,765,0
321,20673,2021,4,15,2021-04-15,2,0,315
321,20674,2021,4,24,2021-04-24,4,423,767
321,20675,2021,4,24,2021-04-24,8,71,0
321,20676,2021,4,24,2021-04-24,8,300,0
321,20677,2021,4,26,2021-04-26,3,961,1503
321,20678,2021,4,28,2021-04-28,8,103,0
321,20679,2021,5,3,2021-05-03,2,314,0
321,20680,2021,5,16,2021-05-16,2,460,1269
321,20681,2021,5,16,2021-05-16,4,111,0
321,20682,2021,5,18,2021-05-18,6,22,0
321,20683,2021,5,20,2021-05-20,3,205,0
321,20684,2021,5,22,2021-05-22,3,96,0
321,20685,2021,5,24,2021-05-24,4,0,2139
321,20686,2021,7,9,2021-07-09,6,41,0
321,20687,2021,7,11,2021-07-11,6,88,0
321,20688,2021,7,20,2021-07-20,6,66,0
321,20689,2021,7,25,2021-07-25,5,362,0
321,20690,2021,7,27,2021-07-27,5,1465,0
321,20691,2021,7,30,2021-07-30,6,468,0
321,20692,2021,8,1,2021-08-01,8,39,0
321,20693,2021,8,16,2021-08-16,3,405,0
321,20694,2021,8,21,2021-08-21,2,1365,33384
321,20695,2021,8,26,2021-08-26,8,375,0
321,20696,2021,9,3,2021-09-03,5,443,0
321,20697,2021,9,5,2021-09-05,8,303,0
321,20698,2021,9,6,2021-09-06,3,492,9324
321,20699,2021,9,9,2021-09-09,10,28,0
321,20700,2021,9,14,2021-09-14,6,1490,18333
321,20701,2021,9,16,2021-09-16,6,289,25197
321,20702,2021,9,17,2021-09-17,4,77,64580
321,20703,2021,9,18,2021-09-18,1,852,18432
321,20704,2021,9,20,2021-09-20,5,3254,2816
321,20705,2021,10,3,2021-10-03,4,86,0
321,20706,2021,10,8,2021-10-08,4,231,0
321,20707,2021,10,8,2021-10-08,6,443,0
321,20708,2021,10,11,2021-10-11,4,453,14660
321,20709,2021,11,7,2021-11-07,5,126,0
321,20710,2021,11,29,2021-11-29,4,150,11446
321,20711,2021,12,5,2021-12-05,9,115,0
321,20712,2021,12,9,2021-12-09,6,845,0
321,20713,2021,12,19,2021-12-19,6,31,0
321,20714,2022,1,6,2022-01-06,6,49,0
321,20715,2022,1,19,2022-01-19,1,1046,6879
322,20716,2021,2,27,2021-02-27,4,100,0
322,20717,2021,3,1,2021-03-01,3,88,0
322,20718,2021,3,1,2021-03-01,8,68,0
322,20719,2021,3,4,2021-03-04,9,485,0
322,20720,2021,3,12,2021-03-12,6,171,0
322,20721,2021,3,22,2021-03-22,6,31,0
322,20722,2021,3,24,2021-03-24,5,970,0
322,20723,2021,3,25,2021-03-25,1,431,0
322,20724,2021,3,27,2021-03-27,8,50,0
322,20725,2021,5,2,2021-05-02,4,2090,138815
322,20726,2021,5,6,2021-05-06,4,4836,3809
322,20727,2021,5,7,2021-05-07,1,13051,7609
322,20728,2021,5,9,2021-05-09,3,814,0
322,20729,2021,5,10,2021-05-10,1,1864,949
322,20730,2021,5,14,2021-05-14,10,126,0
322,20731,2021,5,17,2021-05-17,4,328,1035
322,20732,2021,5,19,2021-05-19,4,151,0
322,20733,2021,5,29,2021-05-29,4,0,178
322,20734,2021,6,1,2021-06-01,5,92,0
322,20735,2021,6,1,2021-06-01,6,354,0
322,20736,2021,6,12,2021-06-12,9,72,0
322,20737,2021,6,19,2021-06-19,6,2875,381
322,20738,2021,6,20,2021-06-20,9,242,0
322,20739,2021,7,30,2021-07-30,4,213,767
322,20740,2021,8,5,2021-08-05,4,34,0
322,20741,2021,8,13,2021-08-13,6,61,620
322,20742,2021,8,21,2021-08-21,6,0,2319
322,20743,2021,8,22,2021-08-22,5,939,0
322,20744,2021,8,29,2021-08-29,4,8,0
322,20745,2021,9,2,2021-09-02,7,728,0
322,20746,2021,9,3,2021-09-03,5,190,0
322,20747,2021,9,4,2021-09-04,5,1020,5769
322,20748,2021,9,6,2021-09-06,5,2600,194770
322,20749,2021,9,27,2021-09-27,4,332,13529
322,20750,2021,9,29,2021-09-29,5,1325,0
322,20751,2021,10,2,2021-10-02,4,658,59720
322,20752,2021,10,9,2021-10-09,4,25,0
322,20753,2021,10,9,2021-10-09,10,176,0
322,20754,2021,10,22,2021-10-22,6,0,2804
322,20755,2021,10,26,2021-10-26,10,68,0
322,20756,2021,10,29,2021-10-29,9,98,0
322,20757,2021,10,31,2021-10-31,4,491,0
322,20758,2021,11,10,2021-11-10,4,30,0
322,20759,2021,11,10,2021-11-10,8,53,0
322,20760,2021,11,12,2021-11-12,4,174,267
322,20761,2021,11,13,2021-11-13,8,88,0
322,20762,2021,11,15,2021-11-15,5,238,0
322,20763,2021,11,19,2021-11-19,7,119,0
322,20764,2021,11,21,2021-11-21,9,56,0
322,20765,2021,11,23,2021-11-23,9,92,3168
322,20766,2021,11,27,2021-11-27,3,224,0
322,20767,2021,12,2,2021-12-02,4,3507,0
322,20768,2021,12,5,2021-12-05,7,300,0
322,20769,2021,12,7,2021-12-07,4,43,0
322,20770,2021,12,10,2021-12-10,7,182,0
322,20771,2021,12,13,2021-12-13,4,112,0
322,20772,2021,12,14,2021-12-14,4,168,0
322,20773,2021,12,24,2021-12-24,2,792,0
322,20774,2021,12,24,2021-12-24,9,95,0
322,20775,2022,1,25,2022-01-25,5,397,0
322,20776,2022,2,7,2022-02-07,10,53,0
322,20777,2022,2,10,2022-02-10,4,7,0
322,20778,2022,2,19,2022-02-19,9,10,0
323,20779,2021,3,5,2021-03-05,1,1275,6499
323,20780,2021,3,11,2021-03-11,5,745,0
323,20781,2021,3,14,2021-03-14,6,2783,3607
323,20782,2021,3,17,2021-03-17,4,385,0
323,20783,2021,3,19,2021-03-19,4,40,0
323,20784,2021,3,19,2021-03-19,4,614,0
323,20785,2021,3,23,2021-03-23,1,542,0
323,20786,2021,4,8,2021-04-08,1,81,0
323,20787,2021,4,8,2021-04-08,1,317,5420
323,20788,2021,4,9,2021-04-09,7,824,0
323,20789,2021,4,12,2021-04-12,8,42,949
323,20790,2021,4,17,2021-04-17,7,665,0
323,20791,2021,4,17,2021-04-17,10,531,0
323,20792,2021,4,30,2021-04-30,10,36,0
323,20793,2021,5,1,2021-05-01,4,791,0
323,20794,2021,5,2,2021-05-02,4,46,0
323,20795,2021,5,4,2021-05-04,2,3017,1184
323,20796,2021,5,5,2021-05-05,3,119,37788
323,20797,2021,5,7,2021-05-07,4,304,4406
323,20798,2021,5,7,2021-05-07,4,391,17727
323,20799,2021,5,10,2021-05-10,4,811,5177
323,20800,2021,5,11,2021-05-11,3,229,0
323,20801,2021,5,13,2021-05-13,3,408,0
323,20802,2021,5,14,2021-05-14,1,81,0
323,20803,2021,5,18,2021-05-18,4,1443,175970
323,20804,2021,5,23,2021-05-23,3,1265,19365
323,20805,2021,5,25,2021-05-25,4,494,91808
323,20806,2021,5,26,2021-05-26,9,391,0
323,20807,2021,5,27,2021-05-27,9,68,7500
323,20808,2021,6,4,2021-06-04,9,181,0
323,20809,2021,6,6,2021-06-06,2,1432,0
323,20810,2021,6,10,2021-06-10,5,308,0
323,20811,2021,6,19,2021-06-19,8,83,0
323,20812,2021,6,24,2021-06-24,6,112,0
323,20813,2021,6,27,2021-06-27,9,674,751
323,20814,2021,6,30,2021-06-30,2,562,10004
323,20815,2021,7,2,2021-07-02,1,1222,0
323,20816,2021,7,2,2021-07-02,10,114,0
323,20817,2021,7,6,2021-07-06,4,63,13187
323,20818,2021,7,10,2021-07-10,8,23,0
323,20819,2021,7,11,2021-07-11,5,0,989
323,20820,2021,7,12,2021-07-12,8,9,0
323,20821,2021,7,15,2021-07-15,1,87,0
323,20822,2021,7,23,2021-07-23,1,416,0
323,20823,2021,7,23,2021-07-23,6,200,0
323,20824,2021,7,28,2021-07-28,6,210,0
323,20825,2021,8,9,2021-08-09,7,560,0
323,20826,2021,8,13,2021-08-13,7,22,0
323,20827,2021,8,15,2021-08-15,1,1633,404
323,20828,2021,8,16,2021-08-16,9,23,0
323,20829,2021,8,18,2021-08-18,4,118,3538
323,20830,2021,8,25,2021-08-25,7,1215,1613
323,20831,2021,8,26,2021-08-26,7,38,6143
323,20832,2021,8,27,2021-08-27,7,2347,0
323,20833,2021,9,5,2021-09-05,3,1055,0
323,20834,2021,9,8,2021-09-08,3,0,2100
323,20835,2021,9,9,2021-09-09,3,287,0
323,20836,2021,9,13,2021-09-13,3,1618,0
323,20837,2021,9,19,2021-09-19,3,409,0
323,20838,2021,10,1,2021-10-01,5,940,0
323,20839,2021,10,8,2021-10-08,4,28,0
323,20840,2021,10,8,2021-10-08,4,7158,255955
323,20841,2021,10,31,2021-10-31,4,45,0
323,20842,2021,11,2,2021-11-02,3,86,0
323,20843,2021,11,2,2021-11-02,8,114,1575
323,20844,2021,11,13,2021-11-13,4,286,0
323,20845,2021,11,14,2021-11-14,6,0,639
323,20846,2021,12,16,2021-12-16,7,318,0
323,20847,2021,12,27,2021-12-27,4,177,0
323,20848,2021,12,31,2021-12-31,7,23,0
323,20849,2022,1,9,2022-01-09,4,1052,7424
323,20850,2022,2,8,2022-02-08,8,127,0
323,20851,2022,2,18,2022-02-18,4,150,0
323,20852,2022,2,21,2022-02-21,4,50,0
324,20853,2021,3,3,2021-03-03,4,180,0
324,20854,2021,3,3,2021-03-03,4,383,1004
324,20855,2021,3,8,2021-03-08,8,40,0
324,20856,2021,3,11,2021-03-11,4,69,186
324,20857,2021,3,17,2021-03-17,5,73,0
324,20858,2021,3,28,2021-03-28,4,130,0
324,20859,2021,3,29,2021-03-29,4,83,495
324,20860,2021,3,29,2021-03-29,4,318,0
324,20861,2021,4,3,2021-04-03,7,320,0
324,20862,2021,4,11,2021-04-11,8,37,0
324,20863,2021,4,12,2021-04-12,4,148,3601
324,20864,2021,4,14,2021-04-14,6,24,0
324,20865,2021,4,14,2021-04-14,7,1332,2271
324,20866,2021,4,15,2021-04-15,7,102,0
324,20867,2021,4,15,2021-04-15,7,307,0
324,20868,2021,4,16,2021-04-16,4,840,392
324,20869,2021,4,24,2021-04-24,4,1266,236
324,20870,2021,4,24,2021-04-24,7,63,0
324,20871,2021,4,25,2021-04-25,2,68,0
324,20872,2021,4,25,2021-04-25,6,994,62301
324,20873,2021,4,26,2021-04-26,10,118,0
324,20874,2021,4,27,2021-04-27,6,219,692
324,20875,2021,4,28,2021-04-28,4,109,0
324,20876,2021,5,3,2021-05-03,6,382,0
324,20877,2021,5,5,2021-05-05,1,74,1555
324,20878,2021,5,5,2021-05-05,5,776,0
324,20879,2021,5,10,2021-05-10,9,1533,655
324,20880,2021,5,11,2021-05-11,4,120,0
324,20881,2021,5,12,2021-05-12,5,385,0
324,20882,2021,5,17,2021-05-17,4,19,0
324,20883,2021,5,24,2021-05-24,5,89,0
324,20884,2021,5,25,2021-05-25,5,142,0
324,20885,2021,6,2,2021-06-02,6,9,0
324,20886,2021,6,4,2021-06-04,1,156,0
324,20887,2021,6,4,2021-06-04,4,90,0
324,20888,2021,6,4,2021-06-04,4,373,0
324,20889,2021,6,5,2021-06-05,4,197,0
324,20890,2021,6,11,2021-06-11,1,299,0
324,20891,2021,6,11,2021-06-11,4,306,0
324,20892,2021,6,12,2021-06-12,4,2082,0
324,20893,2021,6,15,2021-06-15,4,215,0
324,20894,2021,6,15,2021-06-15,6,139,576
324,20895,2021,6,17,2021-06-17,4,13,0
324,20896,2021,6,17,2021-06-17,10,99,0
324,20897,2021,6,28,2021-06-28,4,43,0
324,20898,2021,6,30,2021-06-30,3,236,0
324,20899,2021,7,6,2021-07-06,9,151,0
324,20900,2021,7,13,2021-07-13,4,149,767
324,20901,2021,7,18,2021-07-18,4,202,0
324,20902,2021,7,24,2021-07-24,2,209,0
324,20903,2021,7,24,2021-07-24,6,512,0
324,20904,2021,8,6,2021-08-06,4,377,51495
324,20905,2021,8,8,2021-08-08,6,59,391456
324,20906,2021,8,9,2021-08-09,7,108,0
324,20907,2021,8,10,2021-08-10,8,36,0
324,20908,2021,8,12,2021-08-12,1,517,0
324,20909,2021,8,14,2021-08-14,7,40,0
324,20910,2021,8,27,2021-08-27,8,387,0
324,20911,2021,9,1,2021-09-01,1,3097,6774
324,20912,2021,9,13,2021-09-13,8,91,0
324,20913,2021,9,15,2021-09-15,8,219,47625
324,20914,2021,9,17,2021-09-17,8,239,0
324,20915,2021,9,18,2021-09-18,1,87,0
324,20916,2021,9,18,2021-09-18,7,3807,0
324,20917,2021,9,23,2021-09-23,6,175,0
324,20918,2021,9,27,2021-09-27,6,947,0
324,20919,2021,9,28,2021-09-28,8,51,0
324,20920,2021,9,29,2021-09-29,2,3195,0
324,20921,2021,9,30,2021-09-30,7,2081,0
324,20922,2021,10,10,2021-10-10,1,74,193232
324,20923,2021,10,12,2021-10-12,10,21,0
324,20924,2021,10,13,2021-10-13,1,295,5364
324,20925,2021,10,15,2021-10-15,3,30,0
324,20926,2021,10,21,2021-10-21,5,495,0
324,20927,2021,10,24,2021-10-24,3,76,0
324,20928,2021,11,3,2021-11-03,9,8,0
324,20929,2021,11,15,2021-11-15,8,68,0
324,20930,2021,11,21,2021-11-21,1,236,0
324,20931,2021,12,4,2021-12-04,3,236,0
