simulated_period,simulated_disaster,year,month,day,date,region,pa_projects,ia_registrations
578,37055,2021,7,30,2021-07-30,1,33,0
578,37056,2021,8,12,2021-08-12,5,941,0
578,37057,2021,8,23,2021-08-23,10,142,0
578,37058,2021,8,25,2021-08-25,10,304,0
578,37059,2021,8,26,2021-08-26,4,485,0
578,37060,2021,8,30,2021-08-30,4,755,2631
578,37061,2021,9,3,2021-09-03,1,27,0
578,37062,2021,9,5,2021-09-05,9,108,0
578,37063,2021,9,11,2021-09-11,3,19,0
578,37064,2021,9,13,2021-09-13,6,0,18582
578,37065,2021,9,21,2021-09-21,6,1485,0
578,37066,2021,10,4,2021-10-04,1,1167,0
578,37067,2021,10,18,2021-10-18,3,80,0
578,37068,2021,10,19,2021-10-19,7,128,0
578,37069,2021,10,21,2021-10-21,8,2048,93127
578,37070,2021,10,23,2021-10-23,7,344,0
578,37071,2021,10,25,2021-10-25,8,652,0
578,37072,2021,11,19,2021-11-19,7,51,0
578,37073,2021,12,31,2021-12-31,1,544,0
578,37074,2022,1,9,2022-01-09,8,193,0
578,37075,2022,1,29,2022-01-29,8,185,0
578,37076,2022,2,5,2022-02-05,4,1321,15675
578,37077,2022,2,6,2022-02-06,6,222,0
578,37078,2022,2,7,2022-02-07,4,242,0
578,37079,2022,2,10,2022-02-10,6,22,0
578,37080,2022,2,20,2022-02-20,4,54,0
578,37081,2022,2,20,2022-02-20,6,0,681
578,37082,2022,2,22,2022-02-22,6,26,0
579,37083,2021,2,23,2021-02-23,4,96,10583
579,37084,2021,3,7,2021-03-07,4,63,0
579,37085,2021,3,9,2021-03-09,1,1322,0
579,37086,2021,3,12,2021-03-12,4,5832,52397
579,37087,2021,3,16,2021-03-16,8,36,0
579,37088,2021,3,29,2021-03-29,7,206,0
579,37089,2021,3,30,2021-03-30,10,161,0
579,37090,2021,4,1,2021-04-01,4,33,0
579,37091,2021,4,5,2021-04-05,6,20,0
579,37092,2021,4,8,2021-04-08,5,1529,10632
579,37093,2021,4,11,2021-04-11,2,825,0
579,37094,2021,4,15,2021-04-15,9,10,0
579,37095,2021,4,16,2021-04-16,2,2628,1938
579,37096,2021,4,17,2021-04-17,4,45,2073
579,37097,2021,4,18,2021-04-18,10,24,0
579,37098,2021,4,20,2021-04-20,6,127,0
579,37099,2021,4,23,2021-04-23,10,28,0
579,37100,2021,4,24,2021-04-24,2,1634,0
579,37101,2021,4,24,2021-04-24,7,43,0
579,37102,2021,4,29,2021-04-29,4,1415,0
579,37103,2021,5,6,2021-05-06,4,18,0
579,37104,2021,5,9,2021-05-09,3,298,0
579,37105,2021,5,21,2021-05-21,7,365,0
579,37106,2021,5,22,2021-05-22,7,337,0
579,37107,2021,6,3,2021-06-03,4,882,0
579,37108,2021,6,4,2021-06-04,8,25,0
579,37109,2021,6,12,2021-06-12,4,32,0
579,37110,2021,6,16,2021-06-16,8,40,0
579,37111,2021,6,18,2021-06-18,1,32,0
579,37112,2021,6,25,2021-06-25,1,187,0
579,37113,2021,6,25,2021-06-25,4,99,0
579,37114,2021,6,25,2021-06-25,7,238,0
579,37115,2021,7,14,2021-07-14,3,2101,4606
579,37116,2021,7,31,2021-07-31,3,933,7024
579,37117,2021,8,6,2021-08-06,6,517,7789
579,37118,2021,8,7,2021-08-07,6,415,0
579,37119,2021,8,7,2021-08-07,6,6408,74291
579,37120,2021,8,10,2021-08-10,5,189,0
579,37121,2021,8,20,2021-08-20,8,221,4151
579,37122,2021,8,24,2021-08-24,5,10,0
579,37123,2021,8,24,2021-08-24,6,337,39197
579,37124,2021,8,29,2021-08-29,10,16,0
579,37125,2021,8,30,2021-08-30,5,9109,15939
579,37126,2021,9,17,2021-09-17,7,1763,78612
579,37127,2021,9,30,2021-09-30,3,3535,0
579,37128,2021,10,15,2021-10-15,5,580,0
579,37129,2021,10,16,2021-10-16,9,38,0
579,37130,2021,11,1,2021-11-01,3,107,0
579,37131,2021,11,5,2021-11-05,10,66,0
579,37132,2021,11,23,2021-11-23,7,246,0
579,37133,2021,11,24,2021-11-24,7,105,0
579,37134,2021,12,2,2021-12-02,4,206,0
579,37135,2021,12,5,2021-12-05,9,139,0
579,37136,2021,12,16,2021-12-16,10,27,0
579,37137,2021,12,30,2021-12-30,4,105,872
579,37138,2021,12,31,2021-12-31,4,145,0
579,37139,2022,1,22,2022-01-22,5,84,0
579,37140,2022,1,26,2022-01-26,6,69,0
579,37141,2022,2,3,2022-02-03,4,260,0
579,37142,2022,2,16,2022-02-16,4,385,382
579,37143,2022,2,19,2022-02-19,4,252,0
579,37144,2022,2,20,2022-02-20,4,1306,22412
580,37145,2021,2,25,2021-02-25,7,238,0
580,37146,2021,2,26,2021-02-26,4,502,0
580,37147,2021,3,9,2021-03-09,3,1032,0
580,37148,2021,3,9,2021-03-09,10,13,0
580,37149,2021,3,12,2021-03-12,8,246,0
580,37150,2021,3,13,2021-03-13,5,521,0
580,37151,2021,3,13,2021-03-13,10,441,0
580,37152,2021,3,22,2021-03-22,5,1445,2115
580,37153,2021,3,25,2021-03-25,2,223,0
580,37154,2021,3,26,2021-03-26,6,312,0
580,37155,2021,3,30,2021-03-30,10,42,0
580,37156,2021,4,3,2021-04-03,1,54,0
580,37157,2021,4,6,2021-04-06,1,63,0
580,37158,2021,4,9,2021-04-09,9,77,0
580,37159,2021,4,11,2021-04-11,1,642,293
580,37160,2021,4,15,2021-04-15,3,842,2096
580,37161,2021,4,19,2021-04-19,1,798,0
580,37162,2021,4,20,2021-04-20,9,99,0
580,37163,2021,4,28,2021-04-28,7,59,0
580,37164,2021,4,30,2021-04-30,9,11,0
580,37165,2021,5,5,2021-05-05,8,414,0
580,37166,2021,5,10,2021-05-10,1,259,0
580,37167,2021,5,14,2021-05-14,2,320,1670
580,37168,2021,5,22,2021-05-22,9,117,0
580,37169,2021,5,23,2021-05-23,5,0,1175
580,37170,2021,5,27,2021-05-27,8,264,19599
580,37171,2021,5,29,2021-05-29,8,61,0
580,37172,2021,6,2,2021-06-02,4,420,0
580,37173,2021,6,2,2021-06-02,5,288,0
580,37174,2021,6,16,2021-06-16,3,771,0
580,37175,2021,6,16,2021-06-16,5,1154,0
580,37176,2021,6,16,2021-06-16,8,27,0
580,37177,2021,6,18,2021-06-18,3,331,0
580,37178,2021,6,21,2021-06-21,1,492,287
580,37179,2021,6,26,2021-06-26,3,125,0
580,37180,2021,7,6,2021-07-06,4,82,0
580,37181,2021,7,8,2021-07-08,1,148,0
580,37182,2021,7,8,2021-07-08,7,488,0
580,37183,2021,7,9,2021-07-09,6,34,0
580,37184,2021,7,16,2021-07-16,1,14,3914
580,37185,2021,7,26,2021-07-26,5,340,0
580,37186,2021,8,2,2021-08-02,7,413,0
580,37187,2021,8,4,2021-08-04,8,15,0
580,37188,2021,8,7,2021-08-07,4,0,2666
580,37189,2021,8,18,2021-08-18,8,161,0
580,37190,2021,8,22,2021-08-22,3,703,0
580,37191,2021,8,23,2021-08-23,5,640,1097
580,37192,2021,8,31,2021-08-31,3,27,0
580,37193,2021,8,31,2021-08-31,7,131,0
580,37194,2021,10,3,2021-10-03,6,43,0
580,37195,2021,10,24,2021-10-24,3,59,0
580,37196,2021,11,15,2021-11-15,4,450,3080
580,37197,2021,12,22,2021-12-22,7,115,0
580,37198,2022,1,10,2022-01-10,2,162,5961
580,37199,2022,1,18,2022-01-18,6,795,36659
580,37200,2022,1,28,2022-01-28,8,113,0
580,37201,2022,2,1,2022-02-01,9,215,0
580,37202,2022,2,4,2022-02-04,5,1040,0
580,37203,2022,2,7,2022-02-07,9,351,0
580,37204,2022,2,11,2022-02-11,6,3628,0
580,37205,2022,2,17,2022-02-17,8,74,0
580,37206,2022,2,22,2022-02-22,4,15,0
581,37207,2021,2,25,2021-02-25,8,45,0
581,37208,2021,3,8,2021-03-08,2,262,0
581,37209,2021,3,14,2021-03-14,6,109,0
581,37210,2021,3,23,2021-03-23,8,50,0
581,37211,2021,4,3,2021-04-03,4,637,0
581,37212,2021,4,11,2021-04-11,7,659,5774
581,37213,2021,4,13,2021-04-13,4,3175,2954
581,37214,2021,4,15,2021-04-15,4,401,1483
581,37215,2021,4,18,2021-04-18,7,1106,0
581,37216,2021,4,27,2021-04-27,7,1163,0
581,37217,2021,4,28,2021-04-28,4,3054,5309
581,37218,2021,5,1,2021-05-01,8,11,0
581,37219,2021,5,3,2021-05-03,9,17,0
581,37220,2021,5,10,2021-05-10,4,12187,549
581,37221,2021,5,12,2021-05-12,1,713,6273
581,37222,2021,5,15,2021-05-15,7,423,0
581,37223,2021,5,15,2021-05-15,9,110,2229
581,37224,2021,5,21,2021-05-21,10,36,0
581,37225,2021,5,23,2021-05-23,9,334,0
581,37226,2021,5,25,2021-05-25,10,62,0
581,37227,2021,5,29,2021-05-29,2,712,0
581,37228,2021,5,29,2021-05-29,6,0,193
581,37229,2021,6,11,2021-06-11,9,54,0
581,37230,2021,6,18,2021-06-18,1,1056,0
581,37231,2021,6,26,2021-06-26,1,142,0
581,37232,2021,6,27,2021-06-27,1,248,0
581,37233,2021,7,2,2021-07-02,5,283,0
581,37234,2021,7,4,2021-07-04,3,390,0
581,37235,2021,7,4,2021-07-04,7,159,0
581,37236,2021,7,6,2021-07-06,8,447,0
581,37237,2021,7,7,2021-07-07,7,401,0
581,37238,2021,7,14,2021-07-14,9,57,0
581,37239,2021,7,15,2021-07-15,5,578,0
581,37240,2021,7,16,2021-07-16,3,184,4839
581,37241,2021,7,18,2021-07-18,7,241,0
581,37242,2021,7,28,2021-07-28,10,79,0
581,37243,2021,8,6,2021-08-06,6,542,62797
581,37244,2021,8,16,2021-08-16,6,87,0
581,37245,2021,8,23,2021-08-23,5,313,4734
581,37246,2021,8,24,2021-08-24,5,116,0
581,37247,2021,8,24,2021-08-24,6,61,0
581,37248,2021,8,28,2021-08-28,5,237,11888
581,37249,2021,8,31,2021-08-31,2,164,0
581,37250,2021,9,7,2021-09-07,2,662,0
581,37251,2021,9,15,2021-09-15,8,122,0
581,37252,2021,9,19,2021-09-19,6,516,11576
581,37253,2021,10,11,2021-10-11,5,530,0
581,37254,2021,10,19,2021-10-19,10,512,10555
581,37255,2021,10,30,2021-10-30,1,414,0
581,37256,2021,11,5,2021-11-05,9,27,203
581,37257,2021,11,8,2021-11-08,2,0,3148
581,37258,2021,11,16,2021-11-16,8,8,0
581,37259,2021,11,23,2021-11-23,1,165,0
581,37260,2021,11,25,2021-11-25,9,80,0
581,37261,2021,11,30,2021-11-30,9,11,0
581,37262,2021,11,30,2021-11-30,9,17,0
581,37263,2021,12,4,2021-12-04,9,154,0
581,37264,2021,12,7,2021-12-07,9,63,0
581,37265,2021,12,9,2021-12-09,6,194,0
581,37266,2021,12,18,2021-12-18,9,60,0
581,37267,2021,12,24,2021-12-24,9,116,0
581,37268,2021,12,26,2021-12-26,7,274,0
581,37269,2022,1,8,2022-01-08,10,27,0
581,37270,2022,1,31,2022-01-31,10,106,10410
581,37271,2022,2,1,2022-02-01,7,0,61
581,37272,2022,2,3,2022-02-03,6,210,0
581,37273,2022,2,5,2022-02-05,7,70,0
581,37274,2022,2,6,2022-02-06,7,104,0
581,37275,2022,2,8,2022-02-08,6,441,0
581,37276,2022,2,15,2022-02-15,7,336,0
581,37277,2022,2,20,2022-02-20,4,168,0
582,37278,2021,2,24,2021-02-24,6,477,881
582,37279,2021,2,26,2021-02-26,3,209,0
582,37280,2021,3,5,2021-03-05,9,145,0
582,37281,2021,3,6,2021-03-06,3,1402,0
582,37282,2021,3,21,2021-03-21,2,2645,0
582,37283,2021,4,3,2021-04-03,4,649,6590
582,37284,2021,4,4,2021-04-04,4,68,447
582,37285,2021,4,6,2021-04-06,3,60,0
582,37286,2021,4,8,2021-04-08,5,764,0
582,37287,2021,4,17,2021-04-17,6,0,7525
582,37288,2021,4,23,2021-04-23,5,156,0
582,37289,2021,4,25,2021-04-25,4,204,37353
582,37290,2021,5,6,2021-05-06,10,22,0
582,37291,2021,5,8,2021-05-08,5,13,0
582,37292,2021,5,13,2021-05-13,7,229,0
582,37293,2021,5,15,2021-05-15,7,251,3299
582,37294,2021,5,22,2021-05-22,1,19,0
582,37295,2021,5,22,2021-05-22,7,175,0
582,37296,2021,5,24,2021-05-24,2,344,0
582,37297,2021,6,3,2021-06-03,8,332,0
582,37298,2021,6,10,2021-06-10,4,582,0
582,37299,2021,6,12,2021-06-12,4,143,0
582,37300,2021,6,15,2021-06-15,4,175,0
582,37301,2021,6,17,2021-06-17,8,74,0
582,37302,2021,6,19,2021-06-19,4,1162,5613
582,37303,2021,6,28,2021-06-28,4,172,0
582,37304,2021,6,30,2021-06-30,6,103,0
582,37305,2021,7,3,2021-07-03,9,23,0
582,37306,2021,7,12,2021-07-12,1,33,0
582,37307,2021,7,12,2021-07-12,8,161,0
582,37308,2021,7,20,2021-07-20,7,208,0
582,37309,2021,7,25,2021-07-25,1,154,89
582,37310,2021,7,26,2021-07-26,4,112,0
582,37311,2021,7,27,2021-07-27,7,290,0
582,37312,2021,7,29,2021-07-29,6,0,11225
582,37313,2021,7,30,2021-07-30,4,38,0
582,37314,2021,8,2,2021-08-02,7,72,0
582,37315,2021,8,4,2021-08-04,8,166,0
582,37316,2021,8,6,2021-08-06,7,82,0
582,37317,2021,8,16,2021-08-16,3,75,0
582,37318,2021,8,21,2021-08-21,5,936,5298
582,37319,2021,8,24,2021-08-24,4,579,69135
582,37320,2021,8,29,2021-08-29,7,97,0
582,37321,2021,8,30,2021-08-30,9,67,0
582,37322,2021,9,8,2021-09-08,1,134,0
582,37323,2021,9,11,2021-09-11,4,230,0
582,37324,2021,9,17,2021-09-17,9,184,0
582,37325,2021,9,21,2021-09-21,6,474,106090
582,37326,2021,9,26,2021-09-26,5,1097,82714
582,37327,2021,9,30,2021-09-30,2,214,0
582,37328,2021,10,3,2021-10-03,6,74,0
582,37329,2021,10,4,2021-10-04,6,3499,634164
582,37330,2021,10,9,2021-10-09,1,332,0
582,37331,2021,10,15,2021-10-15,6,166,0
582,37332,2021,10,23,2021-10-23,6,0,2057
582,37333,2021,10,23,2021-10-23,6,186,486737
582,37334,2021,10,29,2021-10-29,4,2486,38279
582,37335,2021,11,15,2021-11-15,2,19,0
582,37336,2021,12,3,2021-12-03,4,198,0
582,37337,2021,12,16,2021-12-16,8,48,0
582,37338,2021,12,31,2021-12-31,7,103,0
582,37339,2021,12,31,2021-12-31,8,142,0
582,37340,2022,1,13,2022-01-13,9,87,0
582,37341,2022,1,28,2022-01-28,3,39,0
582,37342,2022,1,30,2022-01-30,8,38,0
582,37343,2022,2,3,2022-02-03,1,1758,950
582,37344,2022,2,8,2022-02-08,7,920,11388
582,37345,2022,2,10,2022-02-10,3,66,0
582,37346,2022,2,16,2022-02-16,3,409,0
583,37347,2021,2,26,2021-02-26,5,2215,0
583,37348,2021,2,28,2021-02-28,7,306,0
583,37349,2021,3,1,2021-03-01,5,596,0
583,37350,2021,3,1,2021-03-01,8,121,0
583,37351,2021,3,4,2021-03-04,3,392,0
583,37352,2021,3,4,2021-03-04,4,1380,0
583,37353,2021,3,5,2021-03-05,3,1255,22299
583,37354,2021,3,11,2021-03-11,5,1649,0
583,37355,2021,3,15,2021-03-15,2,84,0
583,37356,2021,3,18,2021-03-18,4,18,0
583,37357,2021,3,21,2021-03-21,6,2206,5919
583,37358,2021,4,2,2021-04-02,8,20,0
583,37359,2021,4,7,2021-04-07,4,471,4454
583,37360,2021,4,12,2021-04-12,7,109,0
583,37361,2021,4,16,2021-04-16,7,313,0
583,37362,2021,4,26,2021-04-26,8,78,0
583,37363,2021,4,27,2021-04-27,7,158,0
583,37364,2021,4,29,2021-04-29,7,37,0
583,37365,2021,5,3,2021-05-03,4,11,0
583,37366,2021,5,6,2021-05-06,8,484,0
583,37367,2021,5,9,2021-05-09,2,12572,3090
583,37368,2021,5,19,2021-05-19,2,6585,4965
583,37369,2021,5,24,2021-05-24,6,97,2453
583,37370,2021,6,18,2021-06-18,9,78,0
583,37371,2021,7,6,2021-07-06,7,39,0
583,37372,2021,7,11,2021-07-11,3,90,0
583,37373,2021,7,18,2021-07-18,6,106,0
583,37374,2021,7,19,2021-07-19,6,89,0
583,37375,2021,7,23,2021-07-23,8,13,0
583,37376,2021,7,27,2021-07-27,3,138,0
583,37377,2021,7,27,2021-07-27,3,186,0
583,37378,2021,7,28,2021-07-28,9,125,0
583,37379,2021,7,31,2021-07-31,3,201,0
583,37380,2021,8,1,2021-08-01,8,264,701
583,37381,2021,8,2,2021-08-02,5,121,0
583,37382,2021,8,3,2021-08-03,6,43,0
583,37383,2021,8,7,2021-08-07,5,27,0
583,37384,2021,8,13,2021-08-13,6,158,9816
583,37385,2021,8,13,2021-08-13,8,112,0
583,37386,2021,8,19,2021-08-19,7,156,0
583,37387,2021,8,23,2021-08-23,6,93,0
583,37388,2021,8,27,2021-08-27,3,667,0
583,37389,2021,8,28,2021-08-28,4,623,17670
583,37390,2021,8,30,2021-08-30,10,231,0
583,37391,2021,9,8,2021-09-08,3,753,38687
583,37392,2021,9,12,2021-09-12,4,1816,58088
583,37393,2021,9,20,2021-09-20,3,85,0
583,37394,2021,10,3,2021-10-03,10,126,0
583,37395,2021,10,7,2021-10-07,1,854,0
583,37396,2021,10,8,2021-10-08,5,406,0
583,37397,2021,10,8,2021-10-08,10,61,0
583,37398,2021,10,12,2021-10-12,9,59,0
583,37399,2021,10,14,2021-10-14,5,609,0
583,37400,2021,10,15,2021-10-15,9,30,0
583,37401,2021,10,16,2021-10-16,10,753,0
583,37402,2021,10,17,2021-10-17,5,83,0
583,37403,2021,11,7,2021-11-07,9,437,0
583,37404,2021,11,10,2021-11-10,8,26,0
583,37405,2021,11,17,2021-11-17,4,41,0
583,37406,2021,11,20,2021-11-20,4,556,52492
583,37407,2021,11,20,2021-11-20,5,251,0
583,37408,2021,11,30,2021-11-30,4,13,0
583,37409,2021,12,22,2021-12-22,7,116,0
583,37410,2022,1,4,2022-01-04,8,134,0
583,37411,2022,1,7,2022-01-07,8,136,0
583,37412,2022,1,8,2022-01-08,9,43,0
583,37413,2022,1,9,2022-01-09,10,1955,669
583,37414,2022,1,16,2022-01-16,4,117,0
583,37415,2022,2,3,2022-02-03,2,244,0
583,37416,2022,2,16,2022-02-16,7,76,0
583,37417,2022,2,16,2022-02-16,7,177,0
584,37418,2021,3,4,2021-03-04,5,3595,2061
584,37419,2021,3,5,2021-03-05,5,1368,0
584,37420,2021,3,7,2021-03-07,1,2072,691
584,37421,2021,3,7,2021-03-07,6,62,0
584,37422,2021,3,10,2021-03-10,4,86,7459
584,37423,2021,3,17,2021-03-17,1,288,388
584,37424,2021,3,20,2021-03-20,5,832,0
584,37425,2021,3,21,2021-03-21,10,72,0
584,37426,2021,3,23,2021-03-23,5,339,0
584,37427,2021,3,24,2021-03-24,5,3035,0
584,37428,2021,3,26,2021-03-26,1,162,0
584,37429,2021,3,31,2021-03-31,7,620,0
584,37430,2021,4,1,2021-04-01,6,491,11754
584,37431,2021,4,3,2021-04-03,8,63,0
584,37432,2021,4,5,2021-04-05,6,1119,3880
584,37433,2021,4,7,2021-04-07,4,195,6837
584,37434,2021,4,10,2021-04-10,6,13,0
584,37435,2021,4,10,2021-04-10,8,156,0
584,37436,2021,4,14,2021-04-14,1,474,135
584,37437,2021,4,15,2021-04-15,7,1633,734
584,37438,2021,4,16,2021-04-16,6,978,0
584,37439,2021,4,16,2021-04-16,7,542,0
584,37440,2021,4,17,2021-04-17,8,109,0
584,37441,2021,4,20,2021-04-20,6,340,27903
584,37442,2021,4,27,2021-04-27,6,422,4067
584,37443,2021,5,2,2021-05-02,7,91,0
584,37444,2021,5,22,2021-05-22,2,1392,21014
584,37445,2021,5,24,2021-05-24,4,0,1467
584,37446,2021,5,25,2021-05-25,3,183,102722
584,37447,2021,6,4,2021-06-04,6,141,1639
584,37448,2021,6,16,2021-06-16,4,2894,1560
584,37449,2021,7,1,2021-07-01,4,963,642
584,37450,2021,7,3,2021-07-03,5,180,0
584,37451,2021,7,5,2021-07-05,1,139,0
584,37452,2021,7,6,2021-07-06,10,69,0
584,37453,2021,7,14,2021-07-14,8,31,0
584,37454,2021,7,15,2021-07-15,7,711,0
584,37455,2021,7,15,2021-07-15,8,487,0
584,37456,2021,7,20,2021-07-20,1,0,81
584,37457,2021,7,25,2021-07-25,7,39,0
584,37458,2021,8,2,2021-08-02,7,137,0
584,37459,2021,8,13,2021-08-13,4,366,0
584,37460,2021,8,14,2021-08-14,1,233,0
584,37461,2021,8,17,2021-08-17,4,0,1622
584,37462,2021,8,18,2021-08-18,4,163,1101
584,37463,2021,9,5,2021-09-05,10,797,47086
584,37464,2021,9,6,2021-09-06,7,17,0
584,37465,2021,9,6,2021-09-06,10,211,0
584,37466,2021,9,7,2021-09-07,9,580,103058
584,37467,2021,9,11,2021-09-11,10,157,0
584,37468,2021,9,15,2021-09-15,10,205,94413
584,37469,2021,9,25,2021-09-25,2,122,0
584,37470,2021,9,28,2021-09-28,7,322,342
584,37471,2021,10,10,2021-10-10,10,134,0
584,37472,2021,10,13,2021-10-13,1,109,0
584,37473,2021,10,14,2021-10-14,5,227,0
584,37474,2021,10,16,2021-10-16,6,227,0
584,37475,2021,10,18,2021-10-18,4,31,0
584,37476,2021,10,24,2021-10-24,10,17,0
584,37477,2021,11,8,2021-11-08,4,221,10249
584,37478,2021,11,9,2021-11-09,4,261,2512
584,37479,2021,11,12,2021-11-12,2,0,1855
584,37480,2021,11,13,2021-11-13,5,971,0
584,37481,2021,11,16,2021-11-16,1,235,0
584,37482,2021,11,21,2021-11-21,1,200,0
584,37483,2021,11,25,2021-11-25,4,409,0
584,37484,2021,11,30,2021-11-30,4,109,594
584,37485,2021,12,2,2021-12-02,6,657,0
584,37486,2021,12,5,2021-12-05,2,2007,0
584,37487,2021,12,7,2021-12-07,6,43,0
584,37488,2021,12,13,2021-12-13,1,162,0
584,37489,2022,1,1,2022-01-01,1,215,0
584,37490,2022,1,3,2022-01-03,10,90,0
584,37491,2022,1,15,2022-01-15,6,791,0
584,37492,2022,2,1,2022-02-01,10,235,0
584,37493,2022,2,3,2022-02-03,3,47,0
584,37494,2022,2,10,2022-02-10,10,557,0
584,37495,2022,2,19,2022-02-19,7,117,0
584,37496,2022,2,20,2022-02-20,7,7074,0
584,37497,2022,2,21,2022-02-21,10,90,0
585,37498,2021,2,24,2021-02-24,2,194,0
585,37499,2021,3,2,2021-03-02,1,106,0
585,37500,2021,3,7,2021-03-07,7,490,0
585,37501,2021,3,7,2021-03-07,8,19,0
585,37502,2021,3,7,2021-03-07,9,986,0
585,37503,2021,3,26,2021-03-26,8,128,0
585,37504,2021,4,2,2021-04-02,6,102,11825
585,37505,2021,4,5,2021-04-05,6,167,8074
585,37506,2021,4,5,2021-04-05,8,67,0
585,37507,2021,4,7,2021-04-07,3,42,0
585,37508,2021,4,8,2021-04-08,6,648,0
585,37509,2021,4,13,2021-04-13,9,185,0
585,37510,2021,4,15,2021-04-15,3,299,0
585,37511,2021,4,16,2021-04-16,6,85,0
585,37512,2021,4,23,2021-04-23,6,345,0
585,37513,2021,4,26,2021-04-26,1,273,208
585,37514,2021,5,1,2021-05-01,5,1063,0
585,37515,2021,5,2,2021-05-02,3,87,0
585,37516,2021,5,5,2021-05-05,3,729,0
585,37517,2021,5,8,2021-05-08,3,91,0
585,37518,2021,5,15,2021-05-15,5,79,0
585,37519,2021,5,20,2021-05-20,7,61,0
585,37520,2021,5,20,2021-05-20,7,860,0
585,37521,2021,5,29,2021-05-29,10,115,60742
585,37522,2021,6,1,2021-06-01,1,34,0
585,37523,2021,6,2,2021-06-02,7,484,0
585,37524,2021,6,11,2021-06-11,3,11,0
585,37525,2021,6,17,2021-06-17,10,21,0
585,37526,2021,6,21,2021-06-21,7,912,0
585,37527,2021,6,30,2021-06-30,1,37,0
585,37528,2021,7,9,2021-07-09,4,11669,1977
585,37529,2021,7,13,2021-07-13,10,1140,179
585,37530,2021,7,25,2021-07-25,2,116,0
585,37531,2021,7,29,2021-07-29,1,92,0
585,37532,2021,8,2,2021-08-02,1,796,56228
585,37533,2021,8,6,2021-08-06,7,326,0
585,37534,2021,8,13,2021-08-13,9,27,0
585,37535,2021,8,22,2021-08-22,6,550,62645
585,37536,2021,8,30,2021-08-30,6,352,18284
585,37537,2021,9,5,2021-09-05,4,230,0
585,37538,2021,9,5,2021-09-05,9,50,0
585,37539,2021,9,9,2021-09-09,5,3216,27851
585,37540,2021,9,16,2021-09-16,4,46,0
585,37541,2021,9,26,2021-09-26,4,139,0
585,37542,2021,10,6,2021-10-06,8,35,0
585,37543,2021,10,7,2021-10-07,2,294,0
585,37544,2021,10,9,2021-10-09,5,58,0
585,37545,2021,10,11,2021-10-11,4,2014,291179
585,37546,2021,10,17,2021-10-17,1,546,0
585,37547,2021,10,20,2021-10-20,6,297,0
585,37548,2021,11,3,2021-11-03,4,16,1625
585,37549,2021,11,5,2021-11-05,10,13,0
585,37550,2021,12,11,2021-12-11,9,259,0
585,37551,2021,12,18,2021-12-18,10,96,0
585,37552,2022,1,22,2022-01-22,9,62,8087
585,37553,2022,2,1,2022-02-01,3,557,0
585,37554,2022,2,1,2022-02-01,7,120,0
585,37555,2022,2,3,2022-02-03,8,174,0
585,37556,2022,2,5,2022-02-05,4,134,0
585,37557,2022,2,15,2022-02-15,3,275,0
585,37558,2022,2,18,2022-02-18,8,50,0
585,37559,2022,2,20,2022-02-20,7,46,0
586,37560,2021,2,25,2021-02-25,7,292,0
586,37561,2021,3,7,2021-03-07,8,186,0
586,37562,2021,3,8,2021-03-08,7,1994,0
586,37563,2021,3,11,2021-03-11,7,132,2843
586,37564,2021,3,20,2021-03-20,1,84,0
586,37565,2021,3,24,2021-03-24,1,22,0
586,37566,2021,3,24,2021-03-24,9,707,0
586,37567,2021,3,27,2021-03-27,10,126,0
586,37568,2021,3,29,2021-03-29,7,173,0
586,37569,2021,3,30,2021-03-30,7,547,0
586,37570,2021,4,3,2021-04-03,3,836,0
586,37571,2021,4,13,2021-04-13,9,41,0
586,37572,2021,4,15,2021-04-15,8,271,0
586,37573,2021,4,23,2021-04-23,4,77,0
586,37574,2021,4,23,2021-04-23,8,47,0
586,37575,2021,4,26,2021-04-26,9,10,0
586,37576,2021,5,1,2021-05-01,7,137,0
586,37577,2021,5,20,2021-05-20,1,154,0
586,37578,2021,6,3,2021-06-03,3,27,0
586,37579,2021,6,5,2021-06-05,10,125,0
586,37580,2021,6,9,2021-06-09,10,21,0
586,37581,2021,6,11,2021-06-11,3,208,0
586,37582,2021,6,21,2021-06-21,7,158,0
586,37583,2021,6,30,2021-06-30,10,375,0
586,37584,2021,7,1,2021-07-01,4,453,0
586,37585,2021,7,9,2021-07-09,7,63,0
586,37586,2021,7,10,2021-07-10,10,1900,0
586,37587,2021,7,14,2021-07-14,2,1997,0
586,37588,2021,7,16,2021-07-16,9,249,0
586,37589,2021,7,17,2021-07-17,2,0,12101
586,37590,2021,7,18,2021-07-18,10,21,0
586,37591,2021,7,20,2021-07-20,3,261,0
586,37592,2021,7,20,2021-07-20,5,0,2994
586,37593,2021,7,26,2021-07-26,7,129,0
586,37594,2021,7,29,2021-07-29,7,102,0
586,37595,2021,8,29,2021-08-29,10,27,0
586,37596,2021,9,3,2021-09-03,5,4130,4957
586,37597,2021,9,12,2021-09-12,5,52,0
586,37598,2021,9,22,2021-09-22,4,188,44517
586,37599,2021,9,27,2021-09-27,4,83,0
586,37600,2021,10,3,2021-10-03,6,1766,1109078
586,37601,2021,10,22,2021-10-22,4,24,0
586,37602,2021,10,24,2021-10-24,6,421,0
586,37603,2021,11,16,2021-11-16,6,5,0
586,37604,2021,11,17,2021-11-17,1,14,0
586,37605,2021,11,26,2021-11-26,6,15,0
