disaster_number,region,state,area_declarations,ih_program_declarations,ia_program_declarations,ia_or_ih_program_declarations,pa_program_declarations,hm_program_declarations,ih_declared,ia_declared,ia_or_ih_declared,pa_declared,hm_declared,min_declaration_date,max_close_out_date,square_miles_in_declared_area,censored_sqaure_miles,pa_projects,pa_applicants,pa_amount,pa_federal_share_obligated,pa_total_obligated,ia_registrations,ia_valid_call_center_registrations,ia_valid_web_registrations,ia_valid_mobile_registrations,ia_ihp_referrals,ia_ihp_eligible,ia_ihp_amount,ia_ha_referrals,ia_ha_eligible,ia_ha_amount,ia_ona_referrals,ia_ona_eligible,ia_ona_amount,ia_amount,hm_number_of_properties,hm_projects,hm_number_of_final_properties,hm_project_amount,total_amount,right_censored_total_amount,log_total_amount,scaled_log_total_amount,year,month,nonzero_pa_projects,nonzero_ia_registrations
4374,3,MD,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,2018-06-25,NA,1134.72,FALSE,67,20,9925533.39,7595490.79,7595490.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,956075,10881608.39,FALSE,16.202584618429533,-0.20022629225343277,2018,6,1,0
4375,7,NE,31,0,0,0,31,31,FALSE,FALSE,FALSE,TRUE,TRUE,2018-06-29,NA,23914.23,FALSE,35,20,9923281.16,7533260.14,7533260.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,345561,10268842.16,FALSE,16.144624835529633,-0.23193512311678338,2018,6,1,0
4376,3,MD,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,2018-07-02,NA,935.15,FALSE,110,20,22553332.5,17078601.27,17078601.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,753291,23306623.5,FALSE,16.964248148525023,0.2164671258756774,2018,7,1,0
4377,6,TX,3,3,0,3,0,3,TRUE,FALSE,TRUE,FALSE,TRUE,2018-07-06,NA,3727.71,FALSE,0,0,0,0,0,11732,6959,2607,2166,11029,5118,30657247.11,10711,4188,24182725.16,5717,2660,6474521.95,61314494.22,0,5,0,6678869.26,67993363.48,FALSE,18.03492066249524,0.8022142069879947,2018,7,0,1
4378,3,WV,7,0,0,0,7,7,FALSE,FALSE,FALSE,TRUE,TRUE,2018-07-12,NA,3178.05,FALSE,59,16,3350927.03,2572453.06,2572453.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,314599,3665526.03,FALSE,15.114482410970993,-0.7955088680686172,2018,7,1,0
4379,1,MA,5,0,0,0,5,5,FALSE,FALSE,FALSE,TRUE,TRUE,2018-07-19,NA,NA,TRUE,380,170,51047402.74,39179479.52,39179479.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2480065,53527467.74,FALSE,17.795705495814424,0.6713435777220028,2018,7,1,0
4380,1,VT,5,0,0,0,5,5,FALSE,FALSE,FALSE,TRUE,TRUE,2018-07-30,NA,2691.0899999999997,FALSE,23,11,4210995.3,3246787.21,3246787.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,47709,4258704.3,FALSE,15.264475517051483,-0.7134501405611494,2018,7,1,0
4381,5,MI,3,0,0,0,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,2018-08-02,NA,4316.05,FALSE,158,25,38084368.68,28874727.38,28874727.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,801187,38885555.68,FALSE,17.476133420352394,0.49651102344939285,2018,8,1,0
4382,9,CA,2,2,0,2,2,2,TRUE,FALSE,TRUE,TRUE,TRUE,2018-08-04,NA,5176.84,FALSE,119,29,371200897.85,334154258.34999996,334154258.34999996,4273,2573,1238,462,3365,499,8092316.03,3056,467,5887322.93,1796,310,2204993.1,16184632.06,0,20,0,4432230,391817759.91,FALSE,19.786307391467293,1.7603686856064378,2018,8,1,1
4383,5,WI,6,0,0,0,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,2018-08-10,NA,8831.91,FALSE,210,69,9389539.9,7285408.42,7285408.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,772256,10161795.9,FALSE,16.134145746305105,-0.23766805811407965,2018,8,1,0
4384,10,WA,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2018-08-17,NA,NA,TRUE,6,1,430394.8,327171.11,327171.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,430394.8,TRUE,12.97245820597234,-1.9673745967379126,2018,8,1,0
4385,1,CT,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,2018-08-20,NA,NA,TRUE,145,34,24738993.31,18838711.12,18838711.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,352906,25091899.31,FALSE,17.038055615357944,0.25684596039097196,2018,8,1,0
4386,7,IA,31,0,0,0,31,31,FALSE,FALSE,FALSE,TRUE,TRUE,2018-08-20,NA,17953.01,FALSE,434,114,21815306.11,16615996.17,16615996.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,18,40,6185665,28000971.11,FALSE,17.147749750038052,0.31685779254845853,2018,8,1,0
4387,7,NE,11,0,0,0,11,11,FALSE,FALSE,FALSE,TRUE,TRUE,2018-08-27,NA,5730.48,FALSE,57,21,3509849.14,2686081.6,2686081.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,99188,3609037.14,FALSE,15.098951574511293,-0.8040055297506924,2018,8,1,0
4388,8,MT,7,0,0,0,7,7,FALSE,FALSE,FALSE,TRUE,TRUE,2018-08-30,NA,18923.18,FALSE,66,11,2538757.48,1927935.62,1927935.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,101163,2639920.48,FALSE,14.786259353456725,-0.9750742303845225,2018,8,1,0
4389,9,AZ,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2018-08-31,NA,NA,TRUE,4,1,687414.97,515561.24,515561.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,687414.97,TRUE,13.440693420873862,-1.7112109175326435,2018,8,1,0
4390,5,MN,31,0,0,0,31,31,FALSE,FALSE,FALSE,TRUE,TRUE,2018-09-05,NA,NA,TRUE,634,304,30689100.62,23577948.02,23577948.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,891783,31580883.62,FALSE,17.26806254676765,0.38267891766868456,2018,9,1,0
4391,10,AK,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2018-09-05,NA,25257.61,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TRUE,NA,NA,2018,9,NA,0
4392,7,IA,4,0,0,0,4,4,FALSE,FALSE,FALSE,TRUE,TRUE,2018-09-12,NA,2173.1,FALSE,25,9,3966654.36,3101496.15,3101496.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1660131,5626785.359999999,FALSE,15.543048853028214,-0.5610473130905732,2018,9,1,0
4393,4,NC,52,34,0,34,51,52,TRUE,FALSE,TRUE,TRUE,TRUE,2018-09-14,NA,32563.88,FALSE,2543,475,878261703.41,674205492.25,674205492.25,137434,48199,51280,37955,119614,34664,133531391.32,114113,27998,109806734.99,52627,14243,23724656.33,267062782.64,177,29,171,34962769.6,1180287255.6499999,FALSE,20.889023682789535,2.363646383043407,2018,9,1,1
4394,4,SC,19,8,0,8,19,19,TRUE,FALSE,TRUE,TRUE,TRUE,2018-09-16,NA,15237.9,FALSE,508,133,128658819.56,99057814.64,99057814.64,16193,8236,4644,3313,14291,5174,24490407.64,13582,4438,21488264.35,6468,1705,3002143.29,48980815.28,0,17,0,4179699,181819333.84,FALSE,19.018524080807914,1.340327237565685,2018,9,1,1
4395,9,HI,3,0,0,0,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,2018-09-27,NA,8750.82,FALSE,70,20,24592028.01,18694309.56,18694309.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1501778,26093806.01,FALSE,17.077208526504116,0.2782658652840921,2018,9,1,0
4396,9,MP,3,3,0,3,3,3,TRUE,FALSE,TRUE,TRUE,TRUE,2018-09-29,NA,NA,TRUE,30,10,6995906.06,5295940.23,5295940.23,808,639,127,42,757,395,1011549.7,745,244,628323.13,510,284,383226.57,2023099.4000000001,NA,NA,NA,NA,9019005.459999999,TRUE,16.014844626536284,-0.3029357116367157,2018,9,1,1
4397,2,NY,7,0,0,0,7,7,FALSE,FALSE,FALSE,TRUE,TRUE,2018-10-01,NA,4748.02,FALSE,338,70,22925082.16,17212072.12,17212072.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,6,2882727.42,25807809.58,FALSE,17.06618770098761,0.27223655539380226,2018,10,1,0
4398,9,GU,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2018-10-01,NA,NA,TRUE,68,23,11157366.74,8546476.99,8546476.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76426,11233792.74,FALSE,16.234437002554138,-0.1828003839724114,2018,10,1,0
4399,4,FL,18,12,0,12,18,16,TRUE,FALSE,TRUE,TRUE,TRUE,2018-10-11,NA,14375.65,FALSE,1598,231,1575693764.39,1408420607.62,1408420607.62,101578,47348,26788,27442,88782,31339,148587616.31,85657,26801,122127507.63,39314,15334,26460108.68,297175232.62,32,19,14,28545939.86,1901414936.8700001,FALSE,21.365864149580446,2.6245178520823336,2018,10,1,1
4400,4,GA,69,20,0,20,69,69,TRUE,FALSE,TRUE,TRUE,TRUE,2018-10-14,NA,NA,TRUE,551,186,179268864.63,137044214.29,137044214.29,35798,16461,9068,10269,28567,5081,12564478.21,25939,3313,9860326.25,12637,2697,2704151.96,25128956.42,0,27,0,3041567,207439388.05,FALSE,19.15034974918069,1.4124468628082383,2018,10,1,1
4401,3,VA,32,0,0,0,32,32,FALSE,FALSE,FALSE,TRUE,TRUE,2018-10-15,NA,NA,TRUE,105,39,43208404.03,32998086.76,32998086.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1380491,44588895.03,FALSE,17.612995395628303,0.5713859282285028,2018,10,1,0
4402,5,WI,14,9,0,9,14,14,TRUE,FALSE,TRUE,TRUE,TRUE,2018-10-18,NA,10618.32,FALSE,811,195,33421290.41,25226913.29,25226913.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,24,122,12564002.33,45985292.74,TRUE,17.643832180287582,0.5882562189750943,2018,10,1,NA
4403,7,KS,8,0,0,0,8,8,FALSE,FALSE,FALSE,TRUE,TRUE,2018-10-19,NA,6372.05,FALSE,110,38,5656269.46,4358315.12,4358315.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,794693.76,6450963.22,FALSE,15.679740014056488,-0.48626585793836535,2018,10,1,0
4404,9,MP,4,4,0,4,4,4,TRUE,FALSE,TRUE,TRUE,TRUE,2018-10-26,NA,NA,TRUE,206,27,279044935.4,257866499.33,257866499.33,9380,6307,1717,1356,8903,6961,41460371.85,8603,5612,23699938.6,7295,5841,17760433.25,82920743.7,0,2,0,6522764,368488443.09999996,FALSE,19.724919907093724,1.7267846164167753,2018,10,1,1
4405,8,MT,9,0,0,0,9,9,FALSE,FALSE,FALSE,TRUE,TRUE,2018-10-31,NA,21148.829999999998,FALSE,42,11,2424367.9,1814983.05,1814983.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2424367.9,TRUE,14.701081388582237,-1.0216736747984907,2018,10,1,0
4406,4,AL,5,0,0,0,5,4,FALSE,FALSE,FALSE,TRUE,TRUE,2018-11-05,NA,3935.62,FALSE,115,29,23387130.68,17815477.85,17815477.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,752518,24139648.68,FALSE,16.99936622008948,0.2356796373063641,2018,11,1,0
4407,9,CA,3,3,0,3,3,3,TRUE,FALSE,TRUE,TRUE,TRUE,2018-11-12,NA,8636.45,FALSE,366,67,1121319954.3700001,989058573.36,989058573.36,27032,13718,8461,4853,23573,8032,90132364.88,23014,7632,58392809.18000001,12480,4796,31739555.7,180264729.76,4,73,0,45125230.33,1346709914.46,FALSE,21.020930354433712,2.435810323825179,2018,11,1,1
4408,3,PA,11,0,0,0,11,11,FALSE,FALSE,FALSE,TRUE,TRUE,2018-11-27,NA,7479.12,FALSE,729,185,106929550.23,81037423.94,81037423.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,13,0,6329003,113258553.23,FALSE,18.545183844685244,1.0813706863661443,2018,11,1,0
4409,9,AZ,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2018-11-30,NA,NA,TRUE,13,2,5680232.0600000005,4260174.04,4260174.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5680232.0600000005,TRUE,15.552502645496569,-0.5558753008538471,2018,11,1,0
4410,1,CT,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,2018-12-05,NA,NA,TRUE,34,13,1668584.1,1346818.72,1346818.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1668584.1,TRUE,14.327485980458288,-1.2260614936415317,2018,12,1,0
4411,3,VA,36,0,0,0,36,36,FALSE,FALSE,FALSE,TRUE,TRUE,2018-12-18,NA,NA,TRUE,293,65,47935986.62,36691813.43,36691813.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,4676825,52612811.62,FALSE,17.778470214970483,0.6619144429354433,2018,12,1,0
4412,4,NC,21,0,0,0,21,21,FALSE,FALSE,FALSE,TRUE,TRUE,2019-01-31,NA,12704.06,FALSE,209,62,29869148.93,22910105.38,22910105.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,117439,29986587.93,FALSE,17.21626077066129,0.35433902964987474,2019,1,1,0
4413,10,AK,3,3,0,3,3,3,TRUE,FALSE,TRUE,TRUE,TRUE,2019-01-31,NA,NA,TRUE,332,49,80136173.58,60613815.98,60613815.98,10440,3761,5320,1359,9567,4352,27844420.44,9514,3999,27519662.72,1533,794,324757.72,55688840.879999995,0,8,0,3155400,138980414.45999998,FALSE,18.749843578001716,1.193336614179888,2019,1,1,1
4414,5,MN,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2019-02-01,NA,6859.5,FALSE,4,2,838252.35,767917.3,767917.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,459868,1298120.35,FALSE,14.076427891516547,-1.363411188219899,2019,2,1,0
4415,4,MS,11,0,0,0,11,11,FALSE,FALSE,FALSE,TRUE,TRUE,2019-02-14,NA,6966.49,FALSE,156,27,7536930.56,5805213.83,5805213.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,693460,8230390.56,FALSE,15.923344027177329,-0.3529941639600995,2019,2,1,0
4416,6,TX,36,0,0,0,36,36,FALSE,FALSE,FALSE,TRUE,TRUE,2019-02-25,NA,38998.96,FALSE,474,88,76289124.63,58393956.56,58393956.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,5677773.22,81966897.85,FALSE,18.2218260389698,0.9044670221912245,2019,2,1,0
4417,7,KS,14,0,0,0,14,14,FALSE,FALSE,FALSE,TRUE,TRUE,2019-02-25,NA,11931.12,FALSE,141,84,4538501.18,3495419.65,3495419.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34720,4573221.18,FALSE,15.335728367969587,-0.6744688938198408,2019,2,1,0
4418,10,WA,8,0,0,0,8,8,FALSE,FALSE,FALSE,TRUE,TRUE,2019-03-04,NA,14569.73,FALSE,95,36,12273425.67,9384063.24,9384063.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,259476,12532901.67,FALSE,16.343867877875496,-0.122932576620784,2019,3,1,0
4419,4,AL,1,1,0,1,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,2019-03-05,NA,615.85,FALSE,16,7,5464731.12,3689283.38,3689283.38,697,495,107,95,606,136,1296821.78,590,118,1029356.42,258,66,267465.36,2593643.56,84,85,53,679607,8737981.68,FALSE,15.983189791901712,-0.32025354388547533,2019,3,1,1
4420,7,NE,89,30,0,30,89,89,TRUE,FALSE,TRUE,TRUE,TRUE,2019-03-21,NA,NA,TRUE,1908,402,249414939.41,189246285.83,189246285.83,6865,3292,2445,1128,5418,3426,27115872.47,5270,3247,24196116.56,2326,1012,2919755.9099999997,54231744.94,100,16,10,16847498.43,320494182.78000003,FALSE,19.585374683707858,1.6504417513343983,2019,3,1,1
4421,7,IA,80,10,0,10,80,80,TRUE,FALSE,TRUE,TRUE,TRUE,2019-03-23,NA,45505.51,FALSE,1449,363,177025290.39000002,134552261.94,134552261.94,2537,1184,901,452,2108,1735,15259971.680000002,2059,1274,13486541.4,1183,804,1773430.28,30519943.360000003,444,17,320,43365951,250911184.75000003,FALSE,19.340609588860396,1.5165348489021677,2019,3,1,1
4422,9,CA,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2019-03-26,NA,NA,TRUE,6,1,596378.24,457660.31,457660.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8628,605006.24,FALSE,13.312994051009376,-1.7810731136589237,2019,3,1,0
4423,9,CA,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2019-03-28,NA,NA,TRUE,2,1,2319678.85,1739759.14,1739759.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40833,2360511.85,FALSE,14.674389039078733,-1.0362766141713624,2019,3,1,0
4424,5,OH,21,0,0,0,21,21,FALSE,FALSE,FALSE,TRUE,TRUE,2019-04-08,NA,10452.3,FALSE,717,153,67155727.21,50899568.04,50899568.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,17,70,12500913,79656640.21,FALSE,18.193235958202653,0.8888258656848115,2019,4,1,0
4425,9,CA,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2019-04-08,NA,NA,TRUE,2,1,231159.81,173369.86,173369.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,218708,449867.81,FALSE,13.016709063036332,-1.9431656906310044,2019,4,1,0
4426,4,AL,12,0,0,0,12,12,FALSE,FALSE,FALSE,TRUE,TRUE,2019-04-17,NA,8477.31,FALSE,172,41,6689201.14,5186038.72,5186038.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,214338,6903539.14,FALSE,15.747544756910163,-0.4491710136289355,2019,4,1,0
4427,4,TN,59,0,0,0,59,59,FALSE,FALSE,FALSE,TRUE,TRUE,2019-04-17,NA,24985.69,FALSE,555,146,26243084.54,20109229.2,20109229.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,102300,26345384.54,FALSE,17.086803657837084,0.2835152016571112,2019,4,1,0
4428,4,KY,61,0,0,0,61,61,FALSE,FALSE,FALSE,TRUE,TRUE,2019-04-17,NA,20494.14,FALSE,765,99,101905372.19,77708050.04,77708050.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,2869470,104774842.19,FALSE,18.467324245594366,1.0387749978535634,2019,4,1,0
4429,4,MS,30,8,0,8,29,29,TRUE,FALSE,TRUE,TRUE,TRUE,2019-04-23,NA,16343.72,FALSE,383,77,34435285.44,26008128.3,26008128.3,1006,660,191,155,879,309,1655196.8,863,261,1346265.56,451,147,308931.24,3310393.6000000006,0,15,0,4273982,42019661.04,FALSE,17.55364818671366,0.5389180597249849,2019,4,1,1
4430,7,IA,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2019-04-29,NA,NA,TRUE,9,2,794829.86,609262.95,609262.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,794829.86,TRUE,13.585883358153893,-1.631779923592862,2019,4,1,0
4431,9,CA,11,0,0,0,11,11,FALSE,FALSE,FALSE,TRUE,TRUE,2019-05-01,NA,31501.94,FALSE,273,69,43383012.37,33055627.27,33055627.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1079988,44463000.37,FALSE,17.610167948928687,0.5698390792810507,2019,5,1,0
4432,10,OR,5,0,0,0,5,5,FALSE,FALSE,FALSE,TRUE,TRUE,2019-05-02,NA,15441.25,FALSE,177,57,30073286.59,23148104.32,23148104.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1467043,31540329.59,FALSE,17.26677758934945,0.381975938889232,2019,5,1,0
4433,9,GU,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2019-05-07,NA,NA,TRUE,24,10,981221.63,754539.87,754539.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,981221.63,TRUE,13.796553635558881,-1.5165257273218566,2019,5,1,0
4434,9,CA,18,0,0,0,18,18,FALSE,FALSE,FALSE,TRUE,TRUE,2019-05-17,NA,35128.87,FALSE,271,65,32411920.01,24765111.98,24765111.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1793785,34205705.010000005,FALSE,17.34790300127896,0.42635829915506057,2019,5,1,0
4435,7,MO,16,0,0,0,16,16,FALSE,FALSE,FALSE,TRUE,TRUE,2019-05-20,NA,8667.05,FALSE,266,94,36595988.7,27874910.34,27874910.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,9908341.19,46504329.89,FALSE,17.655055982136545,0.5943965738326545,2019,5,1,0
4436,9,AZ,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2019-05-21,NA,NA,TRUE,13,1,738255.8300000001,555139.68,555139.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,738255.8300000001,TRUE,13.512045696628832,-1.6721752771207916,2019,5,1,0
4437,8,MT,8,0,0,0,8,8,FALSE,FALSE,FALSE,TRUE,TRUE,2019-05-24,NA,19724.82,FALSE,38,9,1378782.66,1065178,1065178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,156285,1535067.66,FALSE,14.244085016207917,-1.2716887706419076,2019,5,1,0
4438,6,OK,51,27,0,27,51,51,TRUE,FALSE,TRUE,TRUE,TRUE,2019-06-01,NA,NA,TRUE,1036,179,74034358.73,56317495.64,56317495.64,5294,2819,1394,1081,4297,2197,15481262.47,4145,1725,13262619.88,2010,962,2218642.59,30962524.94,0,8,0,609131,105606014.67,FALSE,18.475225884716714,1.0430978528736814,2019,6,1,1
4439,6,LA,3,0,0,0,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,2019-06-03,NA,2183.95,FALSE,58,13,27719191.19,21025835.2,21025835.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,27719191.19,TRUE,17.137635554010366,0.3113244845353046,2019,6,1,0
4440,8,SD,62,16,0,16,61,62,TRUE,FALSE,TRUE,TRUE,TRUE,2019-06-07,NA,NA,TRUE,1338,709,64552839.89,48686348.44,48686348.44,2024,1489,383,152,1869,919,2143084.58,1856,447,1766209.54,1101,576,376875.04,4286169.16,48,60,34,9508334,78347343.05,FALSE,18.176662614895832,0.8797588658883523,2019,6,1,1
4441,6,AR,17,13,0,13,17,16,TRUE,FALSE,TRUE,TRUE,TRUE,2019-06-08,NA,12261.449999999999,FALSE,332,64,55472760.53,42505898.269999996,42505898.269999996,1806,860,555,391,1448,925,9012704.36,1395,906,8456138.52,640,216,556565.84,18025408.72,31,17,31,7942173.3,81440342.55,FALSE,18.21538131692169,0.9009412222113001,2019,6,1,1
4442,5,MN,55,0,0,0,55,55,FALSE,FALSE,FALSE,TRUE,TRUE,2019-06-12,NA,NA,TRUE,1527,693,82780922.1,62821748.88,62821748.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,323688.13,83104610.22999999,FALSE,18.2356107363855,0.912008400315634,2019,6,1,0
4443,10,ID,6,0,0,0,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,2019-06-12,NA,NA,TRUE,42,13,4102371.17,3124666.51,3124666.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100236,4202607.17,FALSE,15.25121564542696,-0.7207043952456071,2019,6,1,0
4444,8,ND,19,0,0,0,19,19,FALSE,FALSE,FALSE,TRUE,TRUE,2019-06-12,NA,25344.280000000002,FALSE,204,40,10613055.040000001,8212047.59,8212047.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,377512,10990567.040000001,FALSE,16.212547921045136,-0.19477553551018986,2019,6,1,0
4445,1,VT,6,0,0,0,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,2019-06-14,NA,4662.2,FALSE,137,48,5574457.79,4311565.51,4311565.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,109514,5683971.79,FALSE,15.553160805132626,-0.5555152326904301,2019,6,1,0
4446,7,NE,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,2019-06-17,NA,NA,TRUE,7,1,1298819.9000000001,995060.85,995060.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1298819.9000000001,TRUE,14.07696664092899,-1.3631164473988986,2019,6,1,0
4447,5,OH,12,11,0,11,4,12,TRUE,FALSE,TRUE,TRUE,TRUE,2019-06-18,NA,5740.57,FALSE,115,36,14930092.8,11506819.49,11506819.49,6525,2990,1686,1849,5823,1641,4896295.15,5616,1485,3556240.96,2472,654,1340054.19,9792590.299999999,4,9,4,2577595.85,27300278.950000003,FALSE,17.122407478051702,0.3029934580754322,2019,6,1,1
4448,8,SD,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2019-06-20,NA,NA,TRUE,29,6,1566547.8,1179421.02,1179421.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1566547.8,TRUE,14.2643849027933,-1.2605830411502568,2019,6,1,0
4449,7,KS,70,0,0,0,70,70,FALSE,FALSE,FALSE,TRUE,TRUE,2019-06-20,NA,53178.7,FALSE,253,158,17276442.86,13049468.78,13049468.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,641568,17918010.86,FALSE,16.701316958233907,0.07262185550882003,2019,6,1,0
4450,4,MS,9,0,0,0,9,9,FALSE,FALSE,FALSE,TRUE,TRUE,2019-06-20,NA,5968.48,FALSE,92,26,6741814.0200000005,5191323.2700000005,5191323.2700000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25599,6767413.0200000005,FALSE,15.727629447783638,-0.46006634720489,2019,6,1,0
4451,7,MO,87,26,0,26,83,87,TRUE,FALSE,TRUE,TRUE,TRUE,2019-07-09,NA,NA,TRUE,1303,436,92763724.92,69906252.16,69906252.16,2995,1526,825,644,2569,1497,7420795.39,2505,1292,6190398.15,1184,504,1230397.24,14841590.78,3,13,3,1978813.43,109584129.13000001,FALSE,18.512203114784583,1.0633274789239073,2019,7,1,1
4452,10,OR,6,0,0,0,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,2019-07-09,NA,18906.98,FALSE,61,21,3006878.35,2348011.69,2348011.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,304758,3311636.35,FALSE,15.012952990753764,-0.8510539210734264,2019,7,1,0
4453,6,OK,19,0,0,0,19,19,FALSE,FALSE,FALSE,TRUE,TRUE,2019-07-12,NA,17514.65,FALSE,122,32,4537703.8,3516722.28,3516722.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57818,4595521.8,FALSE,15.34059286554013,-0.671807608304574,2019,7,1,0
