disaster_number,region,state,area_declarations,ih_program_declarations,ia_program_declarations,ia_or_ih_program_declarations,pa_program_declarations,hm_program_declarations,ih_declared,ia_declared,ia_or_ih_declared,pa_declared,hm_declared,min_declaration_date,max_close_out_date,square_miles_in_declared_area,censored_sqaure_miles,pa_projects,pa_applicants,pa_amount,pa_federal_share_obligated,pa_total_obligated,ia_registrations,ia_valid_call_center_registrations,ia_valid_web_registrations,ia_valid_mobile_registrations,ia_ihp_referrals,ia_ihp_eligible,ia_ihp_amount,ia_ha_referrals,ia_ha_eligible,ia_ha_amount,ia_ona_referrals,ia_ona_eligible,ia_ona_amount,ia_amount,hm_number_of_properties,hm_projects,hm_number_of_final_properties,hm_project_amount,total_amount,right_censored_total_amount,log_total_amount,scaled_log_total_amount,year,month,nonzero_pa_projects,nonzero_ia_registrations
1,4,GA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-05-02,1954-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,5,NA,NA
2,6,TX,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-05-15,1958-01-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,5,NA,NA
3,6,LA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-05-29,1960-02-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,5,NA,NA
4,5,MI,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-06-02,1956-02-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,6,NA,NA
5,8,MT,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-06-06,1955-12-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,6,NA,NA
6,5,MI,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-06-09,1956-03-30,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,6,NA,NA
7,1,MA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-06-11,1956-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,6,NA,NA
8,7,IA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-06-11,1955-11-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,6,NA,NA
9,6,TX,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-06-19,1958-01-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,6,NA,NA
11,1,NH,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-07-02,1956-02-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,7,NA,NA
12,4,FL,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-10-22,1956-05-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,10,NA,NA
13,10,AK,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-10-30,1957-09-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,10,NA,NA
14,4,MS,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1953-12-06,1956-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1953,12,NA,NA
15,9,CA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-02-05,1957-09-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,2,NA,NA
16,4,GA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-03-17,1956-11-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,3,NA,NA
17,7,IA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-06-23,1956-02-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,6,NA,NA
18,6,TX,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-07-01,1959-07-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,7,NA,NA
19,9,NV,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-07-14,1957-08-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,7,NA,NA
20,8,SD,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-07-31,1956-02-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,7,NA,NA
21,3,WV,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-08-04,1957-05-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,8,NA,NA
22,1,MA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-09-02,1956-12-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,9,NA,NA
23,1,RI,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-09-02,1956-12-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,9,NA,NA
24,1,ME,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-09-13,1956-12-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,9,NA,NA
25,1,CT,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-09-17,1957-01-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,9,NA,NA
26,2,NY,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-10-07,1956-12-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,10,NA,NA
27,6,NM,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-10-13,1959-12-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,10,NA,NA
28,4,NC,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-10-17,1959-01-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,10,NA,NA
29,4,SC,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-10-17,1959-01-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,10,NA,NA
30,5,IN,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-10-26,1956-03-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,10,NA,NA
31,10,AK,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1954-11-10,1957-09-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1954,11,NA,NA
32,9,HI,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-04-01,1957-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,4,NA,NA
33,8,CO,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-05-25,1957-04-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,5,NA,NA
34,7,KS,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-05-27,1957-04-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,5,NA,NA
35,6,OK,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-06-01,1959-12-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,6,NA,NA
36,9,NV,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-06-21,1957-10-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,6,NA,NA
37,4,NC,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-08-13,1961-02-10,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,8,NA,NA
38,6,NM,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-08-15,1959-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,8,NA,NA
39,1,RI,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-08-20,1961-04-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,8,NA,NA
40,3,PA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-08-20,1962-01-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,8,NA,NA
41,2,NJ,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-08-20,1957-02-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,8,NA,NA
42,1,CT,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-08-20,1962-11-20,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,8,NA,NA
43,1,MA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-08-20,1962-03-20,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,8,NA,NA
44,4,SC,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-08-20,1959-01-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,8,NA,NA
45,2,NY,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-08-22,1957-02-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,8,NA,NA
46,10,AK,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-12-22,1956-12-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,12,NA,NA
47,9,CA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-12-23,1968-08-12,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,12,NA,NA
48,9,NV,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-12-24,1961-09-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,12,NA,NA
49,10,OR,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1955-12-29,1960-10-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1955,12,NA,NA
50,10,WA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-02-25,1961-07-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,2,NA,NA
51,3,PA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-03-15,1959-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,3,NA,NA
52,2,NY,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-03-29,1957-03-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,3,NA,NA
53,5,MI,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-04-05,1956-04-30,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,4,NA,NA
54,6,OK,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-04-07,1959-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,4,NA,NA
55,10,ID,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-04-21,1961-04-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,4,NA,NA
56,4,NC,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-04-24,1957-09-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,4,NA,NA
57,5,OH,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-05-17,1959-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,5,NA,NA
58,3,PA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-05-21,1959-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,5,NA,NA
59,8,CO,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-06-12,1959-04-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,6,NA,NA
60,10,OR,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-07-20,1959-11-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,7,NA,NA
61,3,PA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-08-09,1959-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,8,NA,NA
62,2,PR,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-08-18,1959-08-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,8,NA,NA
63,9,NV,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-08-31,1956-09-05,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,8,NA,NA
64,6,LA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-10-04,1960-03-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,10,NA,NA
65,9,CA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1956-12-29,1959-04-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1956,12,NA,NA
66,4,KY,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-01-31,1959-08-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,1,NA,NA
67,3,WV,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-01-31,1959-10-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,1,NA,NA
68,3,VA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-02-01,1958-03-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,2,NA,NA
69,10,OR,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-03-01,1960-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,3,NA,NA
70,10,WA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-03-06,1961-01-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,3,NA,NA
71,9,HI,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-03-16,1959-05-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,3,NA,NA
72,6,TX,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-04-29,1961-03-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,4,NA,NA
73,6,LA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-05-16,1960-08-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,5,NA,NA
74,6,OK,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-05-18,1960-08-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,5,NA,NA
75,7,MO,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-05-22,1959-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,5,NA,NA
76,10,ID,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-05-27,1960-12-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,5,NA,NA
77,6,AR,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-05-29,1966-01-28,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,5,NA,NA
78,5,IL,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-06-22,1959-03-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,6,NA,NA
79,8,ND,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-06-22,1959-04-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,6,NA,NA
80,5,MN,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-06-22,1960-06-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,6,NA,NA
81,7,KS,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1957-09-05,1959-01-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1957,9,NA,NA
82,9,CA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1958-04-04,1961-08-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1958,4,NA,NA
83,6,AR,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1958-05-15,1960-08-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1958,5,NA,NA
84,6,LA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1958-05-20,1960-09-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1958,5,NA,NA
85,6,TX,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1958-06-06,1961-03-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1958,6,NA,NA
