simulated_period,simulated_disaster,year,month,day,date,region,pa_projects
531,34021,2021,5,1,2021-05-01,8,142
531,34022,2021,5,3,2021-05-03,4,285
531,34023,2021,5,8,2021-05-08,10,31
531,34024,2021,5,11,2021-05-11,7,310
531,34025,2021,5,12,2021-05-12,1,255
531,34026,2021,5,18,2021-05-18,8,0
531,34027,2021,5,21,2021-05-21,10,8
531,34028,2021,5,22,2021-05-22,1,708
531,34029,2021,5,25,2021-05-25,7,146
531,34030,2021,6,2,2021-06-02,1,106
531,34031,2021,6,6,2021-06-06,1,51
531,34032,2021,6,8,2021-06-08,8,29
531,34033,2021,6,14,2021-06-14,6,263
531,34034,2021,6,14,2021-06-14,9,25
531,34035,2021,7,5,2021-07-05,7,399
531,34036,2021,7,13,2021-07-13,7,463
531,34037,2021,7,28,2021-07-28,7,410
531,34038,2021,7,29,2021-07-29,7,439
531,34039,2021,8,4,2021-08-04,10,6
531,34040,2021,8,6,2021-08-06,10,46
531,34041,2021,8,15,2021-08-15,4,175
531,34042,2021,8,15,2021-08-15,6,116
531,34043,2021,8,15,2021-08-15,6,1676
531,34044,2021,8,16,2021-08-16,1,45
531,34045,2021,8,22,2021-08-22,4,207
531,34046,2021,8,23,2021-08-23,5,739
531,34047,2021,8,25,2021-08-25,5,116
531,34048,2021,9,1,2021-09-01,3,337
531,34049,2021,9,1,2021-09-01,8,185
531,34050,2021,9,2,2021-09-02,4,98
531,34051,2021,9,3,2021-09-03,7,603
531,34052,2021,9,6,2021-09-06,7,28
531,34053,2021,9,7,2021-09-07,7,1047
531,34054,2021,9,10,2021-09-10,7,28
531,34055,2021,9,14,2021-09-14,8,181
531,34056,2021,9,20,2021-09-20,4,152
531,34057,2021,9,23,2021-09-23,8,7
531,34058,2021,9,25,2021-09-25,7,1111
531,34059,2021,9,27,2021-09-27,4,464
531,34060,2021,10,3,2021-10-03,2,106
531,34061,2021,10,8,2021-10-08,7,1207
531,34062,2021,10,13,2021-10-13,8,151
531,34063,2021,10,16,2021-10-16,3,188
531,34064,2021,10,16,2021-10-16,8,80
531,34065,2021,10,17,2021-10-17,8,16
531,34066,2021,10,18,2021-10-18,8,20
531,34067,2021,10,18,2021-10-18,8,1055
531,34068,2021,10,18,2021-10-18,10,28
531,34069,2021,10,19,2021-10-19,7,118
531,34070,2021,10,22,2021-10-22,7,410
531,34071,2021,10,24,2021-10-24,4,73
531,34072,2021,10,28,2021-10-28,8,14
531,34073,2021,11,24,2021-11-24,2,1341
531,34074,2021,12,3,2021-12-03,6,21
531,34075,2021,12,10,2021-12-10,6,25
531,34076,2021,12,28,2021-12-28,4,203
531,34077,2021,12,30,2021-12-30,10,58
531,34078,2022,1,9,2022-01-09,4,185
531,34079,2022,1,9,2022-01-09,7,886
532,34080,2021,1,29,2021-01-29,5,0
532,34081,2021,2,1,2021-02-01,3,92
532,34082,2021,2,23,2021-02-23,6,864
532,34083,2021,2,27,2021-02-27,6,445
532,34084,2021,2,28,2021-02-28,6,375
532,34085,2021,3,3,2021-03-03,3,85
532,34086,2021,3,3,2021-03-03,8,47
532,34087,2021,3,4,2021-03-04,2,801
532,34088,2021,3,10,2021-03-10,3,10
532,34089,2021,3,12,2021-03-12,1,183
532,34090,2021,4,2,2021-04-02,6,2414
532,34091,2021,4,3,2021-04-03,6,1484
532,34092,2021,4,3,2021-04-03,7,331
532,34093,2021,4,5,2021-04-05,7,53
532,34094,2021,4,9,2021-04-09,4,236
532,34095,2021,4,16,2021-04-16,6,238
532,34096,2021,4,17,2021-04-17,8,31
532,34097,2021,4,17,2021-04-17,8,128
532,34098,2021,4,19,2021-04-19,4,2073
532,34099,2021,4,20,2021-04-20,10,40
532,34100,2021,4,21,2021-04-21,10,147
532,34101,2021,4,28,2021-04-28,9,77
532,34102,2021,4,29,2021-04-29,10,20
532,34103,2021,4,30,2021-04-30,6,2107
532,34104,2021,5,4,2021-05-04,3,838
532,34105,2021,5,8,2021-05-08,5,0
532,34106,2021,5,13,2021-05-13,7,177
532,34107,2021,5,21,2021-05-21,7,11614
532,34108,2021,6,29,2021-06-29,5,2129
532,34109,2021,7,3,2021-07-03,3,63
532,34110,2021,7,7,2021-07-07,6,73
532,34111,2021,7,11,2021-07-11,9,128
532,34112,2021,7,15,2021-07-15,9,299
532,34113,2021,7,17,2021-07-17,6,343
532,34114,2021,7,21,2021-07-21,10,18
532,34115,2021,7,25,2021-07-25,6,255
532,34116,2021,7,25,2021-07-25,10,34
532,34117,2021,7,28,2021-07-28,2,1437
532,34118,2021,8,1,2021-08-01,5,1201
532,34119,2021,8,2,2021-08-02,5,959
532,34120,2021,8,7,2021-08-07,4,0
532,34121,2021,8,14,2021-08-14,5,149
532,34122,2021,8,15,2021-08-15,4,228
532,34123,2021,8,16,2021-08-16,7,549
532,34124,2021,8,18,2021-08-18,10,141
532,34125,2021,8,20,2021-08-20,5,71
532,34126,2021,8,22,2021-08-22,9,19
532,34127,2021,8,23,2021-08-23,10,6
532,34128,2021,8,25,2021-08-25,6,325
532,34129,2021,8,26,2021-08-26,4,324
532,34130,2021,9,5,2021-09-05,5,37
532,34131,2021,9,7,2021-09-07,8,111
532,34132,2021,9,17,2021-09-17,7,3042
532,34133,2021,9,21,2021-09-21,1,72
532,34134,2021,9,22,2021-09-22,2,1377
532,34135,2021,9,25,2021-09-25,10,113
532,34136,2021,10,3,2021-10-03,9,47
532,34137,2021,10,5,2021-10-05,1,481
532,34138,2021,10,13,2021-10-13,5,0
532,34139,2021,10,13,2021-10-13,5,0
532,34140,2021,10,20,2021-10-20,10,15
532,34141,2021,10,23,2021-10-23,4,37
532,34142,2021,10,23,2021-10-23,9,7
532,34143,2021,10,25,2021-10-25,1,81
532,34144,2021,10,26,2021-10-26,10,653
532,34145,2021,10,30,2021-10-30,9,0
532,34146,2021,11,8,2021-11-08,7,332
532,34147,2021,11,19,2021-11-19,7,53
532,34148,2021,12,17,2021-12-17,1,268
532,34149,2021,12,17,2021-12-17,6,761
532,34150,2021,12,30,2021-12-30,1,24
532,34151,2021,12,30,2021-12-30,9,107
533,34152,2021,1,22,2021-01-22,4,167
533,34153,2021,1,24,2021-01-24,3,89
533,34154,2021,1,26,2021-01-26,4,332
533,34155,2021,1,27,2021-01-27,5,91
533,34156,2021,1,28,2021-01-28,8,191
533,34157,2021,2,26,2021-02-26,10,22
533,34158,2021,3,2,2021-03-02,4,169
533,34159,2021,3,3,2021-03-03,9,482
533,34160,2021,3,12,2021-03-12,9,77
533,34161,2021,3,15,2021-03-15,4,1295
533,34162,2021,3,17,2021-03-17,2,796
533,34163,2021,3,26,2021-03-26,9,110
533,34164,2021,3,27,2021-03-27,4,249
533,34165,2021,3,28,2021-03-28,4,1276
533,34166,2021,4,10,2021-04-10,1,173
533,34167,2021,4,13,2021-04-13,7,67
533,34168,2021,4,25,2021-04-25,4,181
533,34169,2021,4,30,2021-04-30,7,579
533,34170,2021,5,6,2021-05-06,6,154
533,34171,2021,5,9,2021-05-09,4,457
533,34172,2021,5,9,2021-05-09,6,0
533,34173,2021,5,16,2021-05-16,3,249
533,34174,2021,5,20,2021-05-20,6,0
533,34175,2021,5,25,2021-05-25,3,175
533,34176,2021,5,31,2021-05-31,4,27
533,34177,2021,6,13,2021-06-13,3,249
533,34178,2021,6,14,2021-06-14,7,97
533,34179,2021,6,16,2021-06-16,6,90
533,34180,2021,6,17,2021-06-17,8,12
533,34181,2021,6,23,2021-06-23,7,70
533,34182,2021,6,30,2021-06-30,7,60
533,34183,2021,7,13,2021-07-13,1,322
533,34184,2021,7,14,2021-07-14,8,126
533,34185,2021,7,27,2021-07-27,7,2523
533,34186,2021,8,4,2021-08-04,10,31
533,34187,2021,8,9,2021-08-09,4,102
533,34188,2021,8,10,2021-08-10,4,1232
533,34189,2021,8,15,2021-08-15,9,6
533,34190,2021,8,15,2021-08-15,9,10
533,34191,2021,8,16,2021-08-16,9,582
533,34192,2021,8,19,2021-08-19,9,324
533,34193,2021,8,20,2021-08-20,3,90
533,34194,2021,8,22,2021-08-22,9,338
533,34195,2021,9,3,2021-09-03,1,1509
533,34196,2021,9,5,2021-09-05,8,93
533,34197,2021,9,15,2021-09-15,3,197
533,34198,2021,9,18,2021-09-18,10,78
533,34199,2021,9,25,2021-09-25,8,15
533,34200,2021,9,28,2021-09-28,8,39
533,34201,2021,9,30,2021-09-30,5,465
533,34202,2021,10,6,2021-10-06,3,396
533,34203,2021,10,10,2021-10-10,4,935
533,34204,2021,10,14,2021-10-14,5,0
533,34205,2021,10,16,2021-10-16,9,51
533,34206,2021,10,19,2021-10-19,4,205
533,34207,2021,10,22,2021-10-22,4,651
533,34208,2021,10,24,2021-10-24,10,21
533,34209,2021,10,25,2021-10-25,4,13
533,34210,2021,10,25,2021-10-25,6,0
533,34211,2021,11,18,2021-11-18,2,1046
533,34212,2021,11,20,2021-11-20,4,332
533,34213,2021,11,20,2021-11-20,4,643
533,34214,2021,11,25,2021-11-25,2,289
533,34215,2021,12,2,2021-12-02,6,88
534,34216,2021,2,1,2021-02-01,2,176
534,34217,2021,2,16,2021-02-16,3,464
534,34218,2021,2,28,2021-02-28,3,873
534,34219,2021,2,28,2021-02-28,4,51
534,34220,2021,3,7,2021-03-07,6,1719
534,34221,2021,3,11,2021-03-11,2,334
534,34222,2021,3,15,2021-03-15,10,241
534,34223,2021,3,19,2021-03-19,6,39
534,34224,2021,3,26,2021-03-26,4,146
534,34225,2021,3,28,2021-03-28,6,416
534,34226,2021,3,28,2021-03-28,6,17000
534,34227,2021,4,3,2021-04-03,6,428
534,34228,2021,4,7,2021-04-07,6,290
534,34229,2021,4,11,2021-04-11,8,61
534,34230,2021,4,13,2021-04-13,4,220
534,34231,2021,4,13,2021-04-13,4,222
534,34232,2021,4,13,2021-04-13,7,56
534,34233,2021,4,14,2021-04-14,4,385
534,34234,2021,4,19,2021-04-19,4,315
534,34235,2021,4,26,2021-04-26,1,50
534,34236,2021,4,26,2021-04-26,4,1198
534,34237,2021,4,27,2021-04-27,4,582
534,34238,2021,4,29,2021-04-29,10,119
534,34239,2021,4,30,2021-04-30,1,972
534,34240,2021,4,30,2021-04-30,5,202
534,34241,2021,5,2,2021-05-02,9,52
534,34242,2021,5,17,2021-05-17,5,0
534,34243,2021,5,24,2021-05-24,9,624
534,34244,2021,6,1,2021-06-01,6,105
534,34245,2021,7,16,2021-07-16,2,4746
534,34246,2021,7,16,2021-07-16,8,111
534,34247,2021,7,21,2021-07-21,6,104
534,34248,2021,7,28,2021-07-28,1,77
534,34249,2021,7,29,2021-07-29,6,156
534,34250,2021,7,31,2021-07-31,1,123
534,34251,2021,7,31,2021-07-31,4,1028
534,34252,2021,8,12,2021-08-12,8,256
534,34253,2021,8,21,2021-08-21,6,266
534,34254,2021,8,23,2021-08-23,3,105
534,34255,2021,8,27,2021-08-27,9,1305
534,34256,2021,8,31,2021-08-31,8,137
534,34257,2021,9,3,2021-09-03,9,140
534,34258,2021,9,5,2021-09-05,4,592
534,34259,2021,9,6,2021-09-06,7,503
534,34260,2021,9,13,2021-09-13,1,791
534,34261,2021,9,16,2021-09-16,4,71
534,34262,2021,9,19,2021-09-19,2,1688
534,34263,2021,9,19,2021-09-19,4,421
534,34264,2021,9,26,2021-09-26,4,2055
534,34265,2021,10,9,2021-10-09,2,191
534,34266,2021,10,11,2021-10-11,2,190
534,34267,2021,10,13,2021-10-13,9,7
534,34268,2021,10,25,2021-10-25,8,187
534,34269,2021,10,30,2021-10-30,4,141
534,34270,2021,12,11,2021-12-11,4,25
534,34271,2021,12,15,2021-12-15,2,110
534,34272,2021,12,16,2021-12-16,4,47
534,34273,2021,12,18,2021-12-18,4,52
534,34274,2022,1,12,2022-01-12,7,359
535,34275,2021,2,2,2021-02-02,6,87
535,34276,2021,2,3,2021-02-03,3,50
535,34277,2021,2,5,2021-02-05,9,145
535,34278,2021,2,5,2021-02-05,10,236
535,34279,2021,2,7,2021-02-07,8,1970
535,34280,2021,2,11,2021-02-11,1,409
535,34281,2021,2,18,2021-02-18,1,398
535,34282,2021,2,20,2021-02-20,10,27
535,34283,2021,3,1,2021-03-01,4,753
535,34284,2021,3,3,2021-03-03,1,202
535,34285,2021,3,8,2021-03-08,5,386
535,34286,2021,3,8,2021-03-08,9,57
535,34287,2021,3,12,2021-03-12,5,3120
535,34288,2021,3,12,2021-03-12,8,341
535,34289,2021,3,14,2021-03-14,9,92
535,34290,2021,3,22,2021-03-22,5,319
535,34291,2021,3,23,2021-03-23,7,100
535,34292,2021,3,25,2021-03-25,1,42
535,34293,2021,3,29,2021-03-29,1,114
535,34294,2021,3,31,2021-03-31,4,188
535,34295,2021,4,1,2021-04-01,3,146
535,34296,2021,4,7,2021-04-07,4,250
535,34297,2021,4,7,2021-04-07,6,505
535,34298,2021,4,11,2021-04-11,1,191
535,34299,2021,4,11,2021-04-11,4,534
535,34300,2021,4,11,2021-04-11,5,920
535,34301,2021,4,12,2021-04-12,6,151
535,34302,2021,4,17,2021-04-17,4,3393
535,34303,2021,4,19,2021-04-19,6,14
535,34304,2021,4,22,2021-04-22,4,1641
535,34305,2021,4,26,2021-04-26,4,33
535,34306,2021,5,5,2021-05-05,10,657
535,34307,2021,5,16,2021-05-16,1,141
535,34308,2021,5,22,2021-05-22,1,27
535,34309,2021,5,23,2021-05-23,6,182
535,34310,2021,6,1,2021-06-01,4,404
535,34311,2021,6,7,2021-06-07,5,1636
535,34312,2021,6,13,2021-06-13,4,379
535,34313,2021,6,14,2021-06-14,8,50
535,34314,2021,6,16,2021-06-16,4,897
535,34315,2021,6,18,2021-06-18,10,174
535,34316,2021,6,20,2021-06-20,4,1290
535,34317,2021,6,21,2021-06-21,4,322
535,34318,2021,6,23,2021-06-23,10,54
535,34319,2021,7,2,2021-07-02,5,4694
535,34320,2021,7,5,2021-07-05,7,120
535,34321,2021,7,12,2021-07-12,7,170
535,34322,2021,7,14,2021-07-14,6,1393
535,34323,2021,7,16,2021-07-16,9,317
535,34324,2021,7,18,2021-07-18,8,202
535,34325,2021,7,22,2021-07-22,6,32
535,34326,2021,7,29,2021-07-29,7,81
535,34327,2021,8,1,2021-08-01,8,248
535,34328,2021,8,5,2021-08-05,3,151
535,34329,2021,8,12,2021-08-12,2,2468
535,34330,2021,8,12,2021-08-12,7,267
535,34331,2021,8,14,2021-08-14,7,45
535,34332,2021,8,21,2021-08-21,7,140
535,34333,2021,8,27,2021-08-27,4,51
535,34334,2021,8,27,2021-08-27,10,90
535,34335,2021,9,4,2021-09-04,6,40
535,34336,2021,9,7,2021-09-07,2,433
535,34337,2021,9,8,2021-09-08,10,33
535,34338,2021,9,9,2021-09-09,9,588
535,34339,2021,9,12,2021-09-12,1,424
535,34340,2021,9,15,2021-09-15,1,127
535,34341,2021,10,4,2021-10-04,5,0
535,34342,2021,10,11,2021-10-11,4,0
535,34343,2021,10,13,2021-10-13,2,32
535,34344,2021,10,29,2021-10-29,1,239
535,34345,2021,10,29,2021-10-29,2,2107
535,34346,2021,10,29,2021-10-29,8,15
535,34347,2021,11,5,2021-11-05,8,59
535,34348,2021,11,6,2021-11-06,4,304
535,34349,2021,11,10,2021-11-10,7,26
535,34350,2021,11,26,2021-11-26,6,3761
535,34351,2021,12,8,2021-12-08,4,583
535,34352,2021,12,31,2021-12-31,9,41
535,34353,2022,1,12,2022-01-12,9,198
536,34354,2021,1,24,2021-01-24,10,35
536,34355,2021,2,5,2021-02-05,4,201
536,34356,2021,2,9,2021-02-09,2,150
536,34357,2021,2,12,2021-02-12,5,2298
536,34358,2021,3,15,2021-03-15,8,64
536,34359,2021,3,19,2021-03-19,6,103
536,34360,2021,3,26,2021-03-26,6,42
536,34361,2021,3,30,2021-03-30,10,2132
536,34362,2021,3,31,2021-03-31,8,19
536,34363,2021,4,5,2021-04-05,1,529
536,34364,2021,4,10,2021-04-10,10,35
536,34365,2021,4,14,2021-04-14,10,20
536,34366,2021,4,15,2021-04-15,2,318
536,34367,2021,4,15,2021-04-15,10,42
536,34368,2021,4,17,2021-04-17,6,75
536,34369,2021,4,24,2021-04-24,4,51
536,34370,2021,5,7,2021-05-07,7,189
536,34371,2021,5,8,2021-05-08,2,179
536,34372,2021,5,12,2021-05-12,5,493
536,34373,2021,5,15,2021-05-15,10,227
536,34374,2021,5,28,2021-05-28,3,0
536,34375,2021,6,7,2021-06-07,8,33
536,34376,2021,6,20,2021-06-20,6,24
536,34377,2021,6,21,2021-06-21,9,12
536,34378,2021,6,28,2021-06-28,6,312
536,34379,2021,6,29,2021-06-29,7,166
536,34380,2021,7,7,2021-07-07,3,89
536,34381,2021,7,11,2021-07-11,3,523
536,34382,2021,7,17,2021-07-17,8,40
536,34383,2021,7,26,2021-07-26,6,173
536,34384,2021,8,3,2021-08-03,7,549
536,34385,2021,8,6,2021-08-06,6,128
536,34386,2021,8,16,2021-08-16,7,105
536,34387,2021,8,18,2021-08-18,6,367
536,34388,2021,8,30,2021-08-30,2,21
536,34389,2021,8,31,2021-08-31,2,404
536,34390,2021,9,4,2021-09-04,10,295
536,34391,2021,9,7,2021-09-07,4,160
536,34392,2021,9,11,2021-09-11,10,17
536,34393,2021,9,13,2021-09-13,4,4302
536,34394,2021,9,14,2021-09-14,9,123
536,34395,2021,9,15,2021-09-15,7,116
536,34396,2021,9,18,2021-09-18,3,244
536,34397,2021,9,19,2021-09-19,5,365
536,34398,2021,9,21,2021-09-21,4,92
536,34399,2021,9,21,2021-09-21,5,3892
536,34400,2021,9,23,2021-09-23,4,539
536,34401,2021,9,26,2021-09-26,2,71
536,34402,2021,9,27,2021-09-27,4,1393
536,34403,2021,9,27,2021-09-27,5,2462
536,34404,2021,9,29,2021-09-29,10,63
536,34405,2021,10,2,2021-10-02,9,113
536,34406,2021,10,5,2021-10-05,5,48
536,34407,2021,10,14,2021-10-14,1,100
536,34408,2021,10,14,2021-10-14,9,87
536,34409,2021,10,17,2021-10-17,3,115
536,34410,2021,10,19,2021-10-19,3,24
536,34411,2021,10,24,2021-10-24,3,70
536,34412,2021,10,24,2021-10-24,8,221
536,34413,2021,10,26,2021-10-26,9,20
536,34414,2021,12,1,2021-12-01,10,175
536,34415,2021,12,14,2021-12-14,4,7
536,34416,2021,12,28,2021-12-28,4,111
536,34417,2022,1,3,2022-01-03,7,691
537,34418,2021,1,20,2021-01-20,1,541
537,34419,2021,2,1,2021-02-01,3,515
537,34420,2021,2,2,2021-02-02,9,22
537,34421,2021,2,9,2021-02-09,8,169
537,34422,2021,2,10,2021-02-10,3,178
537,34423,2021,2,15,2021-02-15,7,170
537,34424,2021,2,16,2021-02-16,5,123
537,34425,2021,2,28,2021-02-28,6,610
537,34426,2021,3,1,2021-03-01,4,88
537,34427,2021,3,4,2021-03-04,10,166
537,34428,2021,3,7,2021-03-07,4,731
537,34429,2021,3,12,2021-03-12,7,377
537,34430,2021,3,16,2021-03-16,4,56
537,34431,2021,3,18,2021-03-18,3,295
537,34432,2021,3,18,2021-03-18,9,1420
537,34433,2021,3,21,2021-03-21,4,563
537,34434,2021,3,22,2021-03-22,5,0
537,34435,2021,3,23,2021-03-23,3,587
537,34436,2021,3,24,2021-03-24,4,470
537,34437,2021,3,25,2021-03-25,4,935
537,34438,2021,3,25,2021-03-25,9,83
537,34439,2021,3,28,2021-03-28,4,816
537,34440,2021,3,28,2021-03-28,7,95
537,34441,2021,3,31,2021-03-31,5,281
537,34442,2021,4,11,2021-04-11,1,202
537,34443,2021,4,15,2021-04-15,4,164
537,34444,2021,4,16,2021-04-16,4,606
537,34445,2021,5,7,2021-05-07,2,134
537,34446,2021,5,7,2021-05-07,7,2819
537,34447,2021,5,11,2021-05-11,7,2404
537,34448,2021,5,21,2021-05-21,7,204
537,34449,2021,5,22,2021-05-22,5,0
537,34450,2021,5,24,2021-05-24,7,716
537,34451,2021,6,2,2021-06-02,1,1834
537,34452,2021,6,4,2021-06-04,1,176
537,34453,2021,6,6,2021-06-06,7,204
537,34454,2021,6,7,2021-06-07,2,205
537,34455,2021,6,8,2021-06-08,1,133
537,34456,2021,6,16,2021-06-16,6,65
537,34457,2021,6,25,2021-06-25,6,271
537,34458,2021,6,26,2021-06-26,10,34
537,34459,2021,7,1,2021-07-01,1,1041
537,34460,2021,7,5,2021-07-05,4,42
537,34461,2021,7,5,2021-07-05,7,98
537,34462,2021,7,6,2021-07-06,10,23
537,34463,2021,7,8,2021-07-08,1,734
537,34464,2021,7,14,2021-07-14,4,308
537,34465,2021,8,12,2021-08-12,3,35
537,34466,2021,8,13,2021-08-13,4,1217
537,34467,2021,8,14,2021-08-14,3,5899
537,34468,2021,8,27,2021-08-27,2,420
537,34469,2021,8,28,2021-08-28,7,446
537,34470,2021,9,10,2021-09-10,6,247
537,34471,2021,9,10,2021-09-10,10,11
537,34472,2021,9,20,2021-09-20,7,358
537,34473,2021,9,21,2021-09-21,6,100
537,34474,2021,10,14,2021-10-14,9,0
537,34475,2021,10,16,2021-10-16,4,180
537,34476,2021,10,26,2021-10-26,8,47
537,34477,2021,11,3,2021-11-03,3,105
537,34478,2021,11,11,2021-11-11,3,642
537,34479,2021,11,24,2021-11-24,8,202
537,34480,2021,11,27,2021-11-27,7,75
537,34481,2022,1,6,2022-01-06,9,13
538,34482,2021,1,21,2021-01-21,1,131
538,34483,2021,2,1,2021-02-01,4,727
538,34484,2021,2,1,2021-02-01,7,143
538,34485,2021,2,8,2021-02-08,6,267
538,34486,2021,2,10,2021-02-10,10,15
538,34487,2021,2,12,2021-02-12,6,0
538,34488,2021,2,15,2021-02-15,6,841
538,34489,2021,2,16,2021-02-16,4,53
538,34490,2021,2,16,2021-02-16,10,9
538,34491,2021,2,17,2021-02-17,10,424
538,34492,2021,2,19,2021-02-19,6,3263
538,34493,2021,3,2,2021-03-02,4,997
538,34494,2021,3,10,2021-03-10,4,775
538,34495,2021,3,15,2021-03-15,6,302
538,34496,2021,3,16,2021-03-16,4,3976
538,34497,2021,3,25,2021-03-25,4,1627
538,34498,2021,3,27,2021-03-27,1,186
538,34499,2021,3,30,2021-03-30,1,32
538,34500,2021,3,31,2021-03-31,4,91
538,34501,2021,4,5,2021-04-05,5,413
538,34502,2021,4,6,2021-04-06,8,28
538,34503,2021,4,11,2021-04-11,4,644
538,34504,2021,4,12,2021-04-12,1,460
538,34505,2021,4,14,2021-04-14,4,1384
538,34506,2021,4,14,2021-04-14,7,1768
538,34507,2021,4,15,2021-04-15,5,1198
538,34508,2021,4,19,2021-04-19,7,228
538,34509,2021,4,29,2021-04-29,4,246
538,34510,2021,4,29,2021-04-29,5,0
538,34511,2021,4,30,2021-04-30,4,1623
538,34512,2021,5,1,2021-05-01,1,2871
538,34513,2021,5,4,2021-05-04,6,80
538,34514,2021,5,10,2021-05-10,3,179
538,34515,2021,5,10,2021-05-10,6,59
538,34516,2021,5,18,2021-05-18,4,1255
538,34517,2021,5,23,2021-05-23,4,963
538,34518,2021,5,26,2021-05-26,6,369
538,34519,2021,5,30,2021-05-30,6,472
538,34520,2021,6,2,2021-06-02,7,911
538,34521,2021,6,2,2021-06-02,9,28
538,34522,2021,6,11,2021-06-11,4,117
538,34523,2021,6,13,2021-06-13,6,119
538,34524,2021,6,15,2021-06-15,2,3893
538,34525,2021,6,19,2021-06-19,7,965
538,34526,2021,6,22,2021-06-22,7,495
538,34527,2021,7,6,2021-07-06,4,26
538,34528,2021,7,7,2021-07-07,1,182
538,34529,2021,7,17,2021-07-17,4,447
538,34530,2021,7,18,2021-07-18,2,366
538,34531,2021,7,26,2021-07-26,4,855
538,34532,2021,8,15,2021-08-15,4,50
538,34533,2021,8,19,2021-08-19,4,1303
538,34534,2021,8,25,2021-08-25,3,19
538,34535,2021,8,26,2021-08-26,4,792
538,34536,2021,8,27,2021-08-27,4,92
538,34537,2021,8,30,2021-08-30,4,2091
538,34538,2021,9,13,2021-09-13,5,4594
538,34539,2021,9,15,2021-09-15,4,264
538,34540,2021,9,29,2021-09-29,4,72
538,34541,2021,10,4,2021-10-04,5,1443
538,34542,2021,10,6,2021-10-06,4,10246
538,34543,2021,10,12,2021-10-12,5,1639
538,34544,2021,10,15,2021-10-15,7,140
538,34545,2021,10,25,2021-10-25,4,0
538,34546,2021,12,4,2021-12-04,10,108
538,34547,2021,12,29,2021-12-29,3,220
539,34548,2021,2,7,2021-02-07,10,63
539,34549,2021,2,11,2021-02-11,6,692
539,34550,2021,2,13,2021-02-13,10,7
539,34551,2021,2,25,2021-02-25,7,56
539,34552,2021,2,25,2021-02-25,9,54
539,34553,2021,2,26,2021-02-26,3,102
539,34554,2021,2,26,2021-02-26,6,820
539,34555,2021,3,3,2021-03-03,7,27
539,34556,2021,3,12,2021-03-12,7,257
539,34557,2021,3,13,2021-03-13,7,177
539,34558,2021,3,24,2021-03-24,7,305
539,34559,2021,4,15,2021-04-15,6,0
539,34560,2021,4,27,2021-04-27,2,2452
539,34561,2021,5,1,2021-05-01,7,62
539,34562,2021,5,2,2021-05-02,5,198
539,34563,2021,5,6,2021-05-06,5,0
539,34564,2021,5,6,2021-05-06,6,0
539,34565,2021,5,7,2021-05-07,6,177
539,34566,2021,5,7,2021-05-07,8,309
539,34567,2021,5,11,2021-05-11,4,324
539,34568,2021,5,26,2021-05-26,7,844
539,34569,2021,5,28,2021-05-28,5,496
539,34570,2021,6,3,2021-06-03,1,56
539,34571,2021,6,8,2021-06-08,1,207
539,34572,2021,6,15,2021-06-15,7,1641
539,34573,2021,6,16,2021-06-16,1,9
539,34574,2021,6,21,2021-06-21,6,4905
539,34575,2021,6,29,2021-06-29,6,138
539,34576,2021,6,29,2021-06-29,10,349
539,34577,2021,7,1,2021-07-01,1,254
539,34578,2021,7,2,2021-07-02,1,125
539,34579,2021,7,16,2021-07-16,8,75
539,34580,2021,7,20,2021-07-20,6,300
539,34581,2021,7,27,2021-07-27,8,6
539,34582,2021,8,15,2021-08-15,5,1303
539,34583,2021,8,19,2021-08-19,6,49
539,34584,2021,9,2,2021-09-02,8,49
539,34585,2021,9,3,2021-09-03,1,1584
539,34586,2021,9,4,2021-09-04,4,121
539,34587,2021,9,7,2021-09-07,7,1226
539,34588,2021,9,11,2021-09-11,4,559
539,34589,2021,9,15,2021-09-15,5,1339
539,34590,2021,9,17,2021-09-17,7,1062
539,34591,2021,9,27,2021-09-27,5,562
539,34592,2021,9,29,2021-09-29,4,266
539,34593,2021,10,19,2021-10-19,10,41
539,34594,2021,11,3,2021-11-03,10,17
539,34595,2021,11,11,2021-11-11,6,62
539,34596,2021,11,20,2021-11-20,10,471
539,34597,2021,12,1,2021-12-01,4,48
539,34598,2021,12,17,2021-12-17,9,303
539,34599,2021,12,25,2021-12-25,3,226
539,34600,2021,12,25,2021-12-25,3,356
539,34601,2021,12,29,2021-12-29,3,410
539,34602,2021,12,29,2021-12-29,8,67
539,34603,2022,1,9,2022-01-09,4,341
540,34604,2021,1,22,2021-01-22,2,4447
540,34605,2021,1,22,2021-01-22,3,1756
540,34606,2021,2,2,2021-02-02,9,120
540,34607,2021,2,7,2021-02-07,6,462
540,34608,2021,2,9,2021-02-09,1,16
540,34609,2021,2,12,2021-02-12,1,1226
540,34610,2021,2,17,2021-02-17,4,403
540,34611,2021,2,18,2021-02-18,6,259
540,34612,2021,2,20,2021-02-20,9,869
540,34613,2021,2,27,2021-02-27,9,93
540,34614,2021,3,2,2021-03-02,10,109
540,34615,2021,3,3,2021-03-03,7,404
540,34616,2021,3,5,2021-03-05,7,136
540,34617,2021,3,11,2021-03-11,10,5
540,34618,2021,3,12,2021-03-12,7,3560
540,34619,2021,3,12,2021-03-12,10,8
540,34620,2021,3,13,2021-03-13,9,230
540,34621,2021,3,20,2021-03-20,2,437
540,34622,2021,3,27,2021-03-27,10,345
540,34623,2021,3,28,2021-03-28,9,281
