simulated_period,simulated_disaster,year,month,day,date,region,pa_projects
52,3234,2021,8,30,2021-08-30,4,2166
52,3235,2021,8,31,2021-08-31,6,19
52,3236,2021,9,2,2021-09-02,3,792
52,3237,2021,9,3,2021-09-03,9,142
52,3238,2021,9,8,2021-09-08,9,46
52,3239,2021,9,12,2021-09-12,7,12
52,3240,2021,9,15,2021-09-15,10,269
52,3241,2021,9,16,2021-09-16,7,169
52,3242,2021,9,18,2021-09-18,3,1027
52,3243,2021,9,24,2021-09-24,3,686
52,3244,2021,10,12,2021-10-12,10,131
52,3245,2021,10,14,2021-10-14,3,1652
52,3246,2021,10,14,2021-10-14,5,29
52,3247,2021,10,25,2021-10-25,9,9
52,3248,2021,11,9,2021-11-09,5,155
52,3249,2021,11,30,2021-11-30,4,521
52,3250,2021,12,18,2021-12-18,7,205
52,3251,2022,1,17,2022-01-17,4,206
53,3252,2021,1,21,2021-01-21,4,27
53,3253,2021,2,3,2021-02-03,3,30
53,3254,2021,2,6,2021-02-06,4,4018
53,3255,2021,2,14,2021-02-14,3,504
53,3256,2021,2,16,2021-02-16,1,16
53,3257,2021,2,21,2021-02-21,3,25
53,3258,2021,3,5,2021-03-05,1,808
53,3259,2021,3,6,2021-03-06,1,135
53,3260,2021,3,9,2021-03-09,3,106
53,3261,2021,3,11,2021-03-11,1,183
53,3262,2021,3,12,2021-03-12,10,82
53,3263,2021,3,16,2021-03-16,7,762
53,3264,2021,3,25,2021-03-25,5,9199
53,3265,2021,3,29,2021-03-29,1,347
53,3266,2021,3,30,2021-03-30,10,30
53,3267,2021,4,2,2021-04-02,4,3806
53,3268,2021,4,7,2021-04-07,6,229
53,3269,2021,4,8,2021-04-08,4,58
53,3270,2021,4,11,2021-04-11,5,3281
53,3271,2021,4,12,2021-04-12,4,108
53,3272,2021,4,16,2021-04-16,7,420
53,3273,2021,4,17,2021-04-17,4,129
53,3274,2021,4,19,2021-04-19,7,1696
53,3275,2021,4,21,2021-04-21,2,311
53,3276,2021,4,24,2021-04-24,4,0
53,3277,2021,4,25,2021-04-25,4,150
53,3278,2021,4,28,2021-04-28,4,1359
53,3279,2021,5,15,2021-05-15,5,4713
53,3280,2021,5,18,2021-05-18,4,256
53,3281,2021,5,20,2021-05-20,4,4494
53,3282,2021,5,26,2021-05-26,4,674
53,3283,2021,5,27,2021-05-27,4,231
53,3284,2021,5,27,2021-05-27,4,426
53,3285,2021,5,29,2021-05-29,6,72
53,3286,2021,5,30,2021-05-30,9,47
53,3287,2021,6,3,2021-06-03,9,120
53,3288,2021,6,24,2021-06-24,9,52
53,3289,2021,7,3,2021-07-03,8,154
53,3290,2021,7,5,2021-07-05,6,118
53,3291,2021,7,8,2021-07-08,8,141
53,3292,2021,7,24,2021-07-24,8,19
53,3293,2021,7,31,2021-07-31,8,46
53,3294,2021,8,6,2021-08-06,6,77
53,3295,2021,8,8,2021-08-08,3,24
53,3296,2021,8,27,2021-08-27,5,846
53,3297,2021,9,3,2021-09-03,5,619
53,3298,2021,9,4,2021-09-04,10,253
53,3299,2021,9,6,2021-09-06,5,478
53,3300,2021,9,6,2021-09-06,10,20
53,3301,2021,9,10,2021-09-10,6,169
53,3302,2021,9,11,2021-09-11,10,132
53,3303,2021,9,13,2021-09-13,4,110
53,3304,2021,9,16,2021-09-16,5,586
53,3305,2021,9,20,2021-09-20,4,2896
53,3306,2021,9,22,2021-09-22,4,1124
53,3307,2021,9,23,2021-09-23,6,316
53,3308,2021,9,23,2021-09-23,10,8
53,3309,2021,9,25,2021-09-25,6,4090
53,3310,2021,9,26,2021-09-26,10,341
53,3311,2021,9,28,2021-09-28,1,31
53,3312,2021,9,29,2021-09-29,4,2454
53,3313,2021,9,29,2021-09-29,10,24
53,3314,2021,9,30,2021-09-30,1,241
53,3315,2021,10,21,2021-10-21,7,52
53,3316,2021,11,16,2021-11-16,10,450
53,3317,2021,11,22,2021-11-22,10,78
53,3318,2021,11,25,2021-11-25,10,11
53,3319,2021,12,19,2021-12-19,4,250
53,3320,2021,12,26,2021-12-26,6,1185
53,3321,2022,1,7,2022-01-07,10,26
53,3322,2022,1,17,2022-01-17,10,712
54,3323,2021,2,1,2021-02-01,1,505
54,3324,2021,2,1,2021-02-01,8,95
54,3325,2021,2,2,2021-02-02,9,988
54,3326,2021,2,5,2021-02-05,7,164
54,3327,2021,2,8,2021-02-08,1,138
54,3328,2021,2,14,2021-02-14,8,148
54,3329,2021,2,14,2021-02-14,8,567
54,3330,2021,2,24,2021-02-24,8,722
54,3331,2021,2,26,2021-02-26,8,201
54,3332,2021,3,4,2021-03-04,4,653
54,3333,2021,3,12,2021-03-12,5,3151
54,3334,2021,3,15,2021-03-15,10,19
54,3335,2021,3,24,2021-03-24,4,69
54,3336,2021,3,25,2021-03-25,3,255
54,3337,2021,4,11,2021-04-11,6,123
54,3338,2021,4,12,2021-04-12,6,1699
54,3339,2021,4,20,2021-04-20,7,176
54,3340,2021,4,22,2021-04-22,4,138
54,3341,2021,4,24,2021-04-24,4,1131
54,3342,2021,4,25,2021-04-25,9,65
54,3343,2021,4,29,2021-04-29,7,190
54,3344,2021,4,30,2021-04-30,6,52
54,3345,2021,5,3,2021-05-03,1,508
54,3346,2021,5,18,2021-05-18,4,165
54,3347,2021,5,19,2021-05-19,4,243
54,3348,2021,5,19,2021-05-19,8,418
54,3349,2021,5,25,2021-05-25,4,1714
54,3350,2021,6,10,2021-06-10,4,570
54,3351,2021,6,11,2021-06-11,4,845
54,3352,2021,6,24,2021-06-24,4,532
54,3353,2021,7,22,2021-07-22,3,70
54,3354,2021,7,25,2021-07-25,6,108
54,3355,2021,7,26,2021-07-26,6,28
54,3356,2021,7,28,2021-07-28,4,566
54,3357,2021,7,31,2021-07-31,6,63
54,3358,2021,8,4,2021-08-04,3,93
54,3359,2021,8,7,2021-08-07,10,243
54,3360,2021,8,8,2021-08-08,3,35
54,3361,2021,8,11,2021-08-11,7,18
54,3362,2021,8,13,2021-08-13,4,0
54,3363,2021,8,15,2021-08-15,1,184
54,3364,2021,8,16,2021-08-16,4,172
54,3365,2021,8,18,2021-08-18,2,867
54,3366,2021,8,22,2021-08-22,5,74
54,3367,2021,8,30,2021-08-30,4,225
54,3368,2021,9,2,2021-09-02,4,212
54,3369,2021,9,4,2021-09-04,6,194
54,3370,2021,9,8,2021-09-08,8,18
54,3371,2021,9,9,2021-09-09,3,176
54,3372,2021,9,10,2021-09-10,8,146
54,3373,2021,9,13,2021-09-13,8,108
54,3374,2021,9,21,2021-09-21,10,9
54,3375,2021,9,23,2021-09-23,3,1521
54,3376,2021,9,24,2021-09-24,3,1225
54,3377,2021,9,30,2021-09-30,3,32
54,3378,2021,10,5,2021-10-05,7,389
54,3379,2021,10,27,2021-10-27,10,11
54,3380,2021,11,3,2021-11-03,4,222
54,3381,2021,11,21,2021-11-21,7,1169
54,3382,2021,12,5,2021-12-05,8,150
54,3383,2021,12,5,2021-12-05,9,0
54,3384,2021,12,6,2021-12-06,10,32
54,3385,2021,12,7,2021-12-07,4,639
54,3386,2021,12,8,2021-12-08,4,2024
54,3387,2021,12,10,2021-12-10,7,307
54,3388,2021,12,14,2021-12-14,5,559
54,3389,2021,12,25,2021-12-25,4,20
54,3390,2022,1,8,2022-01-08,7,217
55,3391,2021,1,29,2021-01-29,7,159
55,3392,2021,1,30,2021-01-30,6,498
55,3393,2021,2,14,2021-02-14,1,204
55,3394,2021,2,15,2021-02-15,1,297
55,3395,2021,2,18,2021-02-18,1,219
55,3396,2021,2,22,2021-02-22,1,149
55,3397,2021,2,23,2021-02-23,8,251
55,3398,2021,2,26,2021-02-26,1,347
55,3399,2021,3,1,2021-03-01,1,354
55,3400,2021,3,2,2021-03-02,6,142
55,3401,2021,3,10,2021-03-10,5,6787
55,3402,2021,3,10,2021-03-10,6,505
55,3403,2021,3,13,2021-03-13,6,389
55,3404,2021,3,14,2021-03-14,6,414
55,3405,2021,3,18,2021-03-18,1,205
55,3406,2021,3,19,2021-03-19,4,147
55,3407,2021,3,24,2021-03-24,1,193
55,3408,2021,3,28,2021-03-28,3,1395
55,3409,2021,3,30,2021-03-30,8,48
55,3410,2021,4,3,2021-04-03,6,2005
55,3411,2021,4,10,2021-04-10,7,1658
55,3412,2021,4,15,2021-04-15,3,168
55,3413,2021,4,25,2021-04-25,7,159
55,3414,2021,4,26,2021-04-26,4,343
55,3415,2021,5,5,2021-05-05,3,258
55,3416,2021,5,6,2021-05-06,5,2096
55,3417,2021,5,7,2021-05-07,6,366
55,3418,2021,5,8,2021-05-08,10,141
55,3419,2021,5,9,2021-05-09,5,449
55,3420,2021,5,11,2021-05-11,6,900
55,3421,2021,5,13,2021-05-13,10,122
55,3422,2021,5,15,2021-05-15,5,303
55,3423,2021,5,19,2021-05-19,6,1128
55,3424,2021,6,17,2021-06-17,1,51
55,3425,2021,6,20,2021-06-20,2,330
55,3426,2021,6,24,2021-06-24,2,937
55,3427,2021,7,1,2021-07-01,9,239
55,3428,2021,7,14,2021-07-14,9,470
55,3429,2021,7,29,2021-07-29,9,249
55,3430,2021,8,3,2021-08-03,7,11240
55,3431,2021,8,7,2021-08-07,5,113
55,3432,2021,8,26,2021-08-26,6,265
55,3433,2021,8,26,2021-08-26,6,956
55,3434,2021,8,28,2021-08-28,1,263
55,3435,2021,9,1,2021-09-01,6,0
55,3436,2021,9,17,2021-09-17,7,94
55,3437,2021,9,30,2021-09-30,4,562
55,3438,2021,10,1,2021-10-01,6,50
55,3439,2021,10,14,2021-10-14,6,166
55,3440,2021,10,17,2021-10-17,10,68
55,3441,2021,10,19,2021-10-19,6,232
55,3442,2021,10,25,2021-10-25,6,6
55,3443,2021,11,3,2021-11-03,4,179
55,3444,2021,11,5,2021-11-05,1,185
55,3445,2021,11,6,2021-11-06,7,42
55,3446,2021,11,6,2021-11-06,7,1027
55,3447,2021,11,18,2021-11-18,5,171
55,3448,2021,11,22,2021-11-22,3,84
55,3449,2022,1,8,2022-01-08,1,391
55,3450,2022,1,8,2022-01-08,10,78
55,3451,2022,1,11,2022-01-11,1,630
55,3452,2022,1,12,2022-01-12,1,190
55,3453,2022,1,13,2022-01-13,7,51
55,3454,2022,1,19,2022-01-19,10,9
56,3455,2021,2,17,2021-02-17,3,306
56,3456,2021,3,2,2021-03-02,9,18
56,3457,2021,3,23,2021-03-23,9,17
56,3458,2021,4,1,2021-04-01,6,201
56,3459,2021,4,3,2021-04-03,1,126
56,3460,2021,4,7,2021-04-07,4,0
56,3461,2021,4,7,2021-04-07,7,29
56,3462,2021,4,14,2021-04-14,5,2066
56,3463,2021,4,17,2021-04-17,2,136
56,3464,2021,4,21,2021-04-21,5,870
56,3465,2021,4,21,2021-04-21,7,158
56,3466,2021,4,25,2021-04-25,2,1906
56,3467,2021,4,29,2021-04-29,4,118
56,3468,2021,5,6,2021-05-06,1,94
56,3469,2021,5,6,2021-05-06,5,0
56,3470,2021,5,9,2021-05-09,7,0
56,3471,2021,5,16,2021-05-16,6,552
56,3472,2021,5,26,2021-05-26,3,764
56,3473,2021,5,27,2021-05-27,1,318
56,3474,2021,6,1,2021-06-01,6,87
56,3475,2021,6,2,2021-06-02,6,224
56,3476,2021,6,6,2021-06-06,3,293
56,3477,2021,6,7,2021-06-07,6,671
56,3478,2021,6,9,2021-06-09,9,691
56,3479,2021,6,9,2021-06-09,10,19
56,3480,2021,6,14,2021-06-14,6,189
56,3481,2021,6,18,2021-06-18,10,47
56,3482,2021,6,22,2021-06-22,6,130
56,3483,2021,6,24,2021-06-24,6,4816
56,3484,2021,6,27,2021-06-27,10,39
56,3485,2021,6,29,2021-06-29,2,851
56,3486,2021,7,9,2021-07-09,3,1441
56,3487,2021,7,9,2021-07-09,8,60
56,3488,2021,7,11,2021-07-11,10,122
56,3489,2021,7,13,2021-07-13,6,20
56,3490,2021,7,20,2021-07-20,9,20
56,3491,2021,7,23,2021-07-23,10,15
56,3492,2021,7,29,2021-07-29,4,156
56,3493,2021,7,29,2021-07-29,8,262
56,3494,2021,8,3,2021-08-03,5,179
56,3495,2021,8,6,2021-08-06,7,831
56,3496,2021,8,7,2021-08-07,5,124
56,3497,2021,8,7,2021-08-07,6,220
56,3498,2021,8,9,2021-08-09,6,102
56,3499,2021,8,15,2021-08-15,4,306
56,3500,2021,8,22,2021-08-22,7,131
56,3501,2021,8,25,2021-08-25,9,370
56,3502,2021,8,26,2021-08-26,5,18
56,3503,2021,8,29,2021-08-29,8,61
56,3504,2021,8,30,2021-08-30,6,52
56,3505,2021,9,9,2021-09-09,6,532
56,3506,2021,9,12,2021-09-12,1,258
56,3507,2021,9,28,2021-09-28,6,543
56,3508,2021,10,3,2021-10-03,10,35
56,3509,2021,10,6,2021-10-06,9,204
56,3510,2021,10,7,2021-10-07,10,33
56,3511,2021,10,9,2021-10-09,4,988
56,3512,2021,10,12,2021-10-12,6,153
56,3513,2021,11,3,2021-11-03,4,220
56,3514,2021,11,5,2021-11-05,6,877
56,3515,2021,11,13,2021-11-13,1,61
56,3516,2021,11,27,2021-11-27,7,169
56,3517,2021,12,3,2021-12-03,4,1429
57,3518,2021,1,20,2021-01-20,7,238
57,3519,2021,2,3,2021-02-03,4,629
57,3520,2021,2,8,2021-02-08,6,248
57,3521,2021,2,13,2021-02-13,4,292
57,3522,2021,2,21,2021-02-21,4,36
57,3523,2021,3,2,2021-03-02,7,103
57,3524,2021,3,7,2021-03-07,7,599
57,3525,2021,3,11,2021-03-11,7,109
57,3526,2021,3,12,2021-03-12,7,361
57,3527,2021,3,12,2021-03-12,10,4076
57,3528,2021,3,19,2021-03-19,7,123
57,3529,2021,3,19,2021-03-19,10,11
57,3530,2021,3,19,2021-03-19,10,86
57,3531,2021,3,20,2021-03-20,7,50
57,3532,2021,3,25,2021-03-25,1,61
57,3533,2021,3,29,2021-03-29,7,481
57,3534,2021,4,5,2021-04-05,3,109
57,3535,2021,4,9,2021-04-09,3,334
57,3536,2021,4,11,2021-04-11,4,914
57,3537,2021,4,12,2021-04-12,4,452
57,3538,2021,4,12,2021-04-12,4,1270
57,3539,2021,4,13,2021-04-13,4,8
57,3540,2021,4,13,2021-04-13,4,3271
57,3541,2021,4,21,2021-04-21,4,226
57,3542,2021,5,8,2021-05-08,2,3025
57,3543,2021,5,14,2021-05-14,3,2686
57,3544,2021,5,17,2021-05-17,6,59
57,3545,2021,6,3,2021-06-03,4,1077
57,3546,2021,6,5,2021-06-05,5,194
57,3547,2021,6,9,2021-06-09,8,924
57,3548,2021,6,10,2021-06-10,1,51
57,3549,2021,6,12,2021-06-12,1,96
57,3550,2021,6,19,2021-06-19,1,413
57,3551,2021,6,21,2021-06-21,8,82
57,3552,2021,6,22,2021-06-22,1,140
57,3553,2021,6,25,2021-06-25,1,473
57,3554,2021,6,28,2021-06-28,6,403
57,3555,2021,7,7,2021-07-07,7,75
57,3556,2021,7,16,2021-07-16,7,331
57,3557,2021,8,9,2021-08-09,3,0
57,3558,2021,8,20,2021-08-20,9,43
57,3559,2021,8,31,2021-08-31,3,785
57,3560,2021,9,2,2021-09-02,10,441
57,3561,2021,9,7,2021-09-07,6,460
57,3562,2021,9,9,2021-09-09,8,452
57,3563,2021,9,19,2021-09-19,6,4116
57,3564,2021,9,23,2021-09-23,8,78
57,3565,2021,9,24,2021-09-24,3,727
57,3566,2021,9,28,2021-09-28,8,115
57,3567,2021,9,30,2021-09-30,5,1360
57,3568,2021,10,8,2021-10-08,9,62
57,3569,2021,10,12,2021-10-12,8,303
57,3570,2021,10,20,2021-10-20,9,9
57,3571,2021,10,27,2021-10-27,2,1481
57,3572,2021,10,28,2021-10-28,3,23
57,3573,2021,11,12,2021-11-12,7,1457
57,3574,2021,11,22,2021-11-22,3,37
57,3575,2021,11,25,2021-11-25,4,149
57,3576,2021,12,26,2021-12-26,4,50
57,3577,2022,1,17,2022-01-17,6,111
58,3578,2021,2,7,2021-02-07,8,160
58,3579,2021,2,8,2021-02-08,4,1482
58,3580,2021,2,12,2021-02-12,4,53
58,3581,2021,2,12,2021-02-12,8,327
58,3582,2021,3,3,2021-03-03,8,80
58,3583,2021,3,8,2021-03-08,6,174
58,3584,2021,3,11,2021-03-11,9,3505
58,3585,2021,3,14,2021-03-14,6,290
58,3586,2021,3,18,2021-03-18,7,96
58,3587,2021,3,20,2021-03-20,6,495
58,3588,2021,3,21,2021-03-21,4,3266
58,3589,2021,3,31,2021-03-31,7,227
58,3590,2021,4,11,2021-04-11,7,295
58,3591,2021,4,12,2021-04-12,7,167
58,3592,2021,4,19,2021-04-19,1,150
58,3593,2021,4,24,2021-04-24,4,6692
58,3594,2021,4,28,2021-04-28,1,566
58,3595,2021,4,28,2021-04-28,4,725
58,3596,2021,5,3,2021-05-03,10,80
58,3597,2021,5,7,2021-05-07,7,1921
58,3598,2021,5,13,2021-05-13,5,4516
58,3599,2021,5,17,2021-05-17,7,258
58,3600,2021,5,17,2021-05-17,10,180
58,3601,2021,6,7,2021-06-07,7,92
58,3602,2021,6,9,2021-06-09,6,0
58,3603,2021,6,14,2021-06-14,6,142
58,3604,2021,6,20,2021-06-20,2,110
58,3605,2021,6,20,2021-06-20,8,800
58,3606,2021,6,22,2021-06-22,9,23
58,3607,2021,6,25,2021-06-25,10,49
58,3608,2021,7,5,2021-07-05,5,968
58,3609,2021,7,6,2021-07-06,9,60
58,3610,2021,7,12,2021-07-12,2,518
58,3611,2021,7,13,2021-07-13,4,153
58,3612,2021,7,19,2021-07-19,4,689
58,3613,2021,7,20,2021-07-20,4,435
58,3614,2021,7,24,2021-07-24,3,72
58,3615,2021,7,27,2021-07-27,1,231
58,3616,2021,7,29,2021-07-29,10,94
58,3617,2021,8,1,2021-08-01,1,171
58,3618,2021,8,1,2021-08-01,5,481
58,3619,2021,8,12,2021-08-12,8,144
58,3620,2021,8,24,2021-08-24,4,35
58,3621,2021,8,28,2021-08-28,3,5998
58,3622,2021,8,31,2021-08-31,5,426
58,3623,2021,9,6,2021-09-06,6,6514
58,3624,2021,9,12,2021-09-12,6,1607
58,3625,2021,9,20,2021-09-20,2,377
58,3626,2021,10,1,2021-10-01,6,77
58,3627,2021,10,2,2021-10-02,6,2937
58,3628,2021,10,2,2021-10-02,7,74
58,3629,2021,10,4,2021-10-04,4,455
58,3630,2021,10,5,2021-10-05,1,68
58,3631,2021,10,12,2021-10-12,7,62
58,3632,2021,10,21,2021-10-21,7,23
58,3633,2021,10,24,2021-10-24,3,62
58,3634,2021,10,28,2021-10-28,4,1311
58,3635,2021,11,8,2021-11-08,2,120
58,3636,2021,11,9,2021-11-09,8,101
58,3637,2021,11,14,2021-11-14,2,184
58,3638,2021,11,23,2021-11-23,7,137
58,3639,2021,11,23,2021-11-23,8,133
58,3640,2021,11,27,2021-11-27,4,497
58,3641,2021,11,29,2021-11-29,8,20
58,3642,2021,12,5,2021-12-05,6,293
58,3643,2021,12,5,2021-12-05,7,4380
58,3644,2021,12,5,2021-12-05,9,329
58,3645,2021,12,11,2021-12-11,8,291
58,3646,2021,12,17,2021-12-17,9,52
58,3647,2021,12,30,2021-12-30,6,64
58,3648,2022,1,7,2022-01-07,1,3410
59,3649,2021,1,22,2021-01-22,7,0
59,3650,2021,1,24,2021-01-24,8,948
59,3651,2021,2,6,2021-02-06,4,605
59,3652,2021,2,16,2021-02-16,1,206
59,3653,2021,2,28,2021-02-28,1,151
59,3654,2021,3,4,2021-03-04,4,21
59,3655,2021,3,11,2021-03-11,8,556
59,3656,2021,3,17,2021-03-17,2,618
59,3657,2021,3,20,2021-03-20,4,544
59,3658,2021,4,4,2021-04-04,6,88
59,3659,2021,4,6,2021-04-06,5,1286
59,3660,2021,4,7,2021-04-07,8,52
59,3661,2021,4,9,2021-04-09,3,85
59,3662,2021,4,28,2021-04-28,6,259
59,3663,2021,5,1,2021-05-01,7,138
59,3664,2021,5,5,2021-05-05,1,952
59,3665,2021,5,5,2021-05-05,7,935
59,3666,2021,5,18,2021-05-18,7,379
59,3667,2021,5,19,2021-05-19,3,362
59,3668,2021,5,22,2021-05-22,9,12
59,3669,2021,6,15,2021-06-15,1,793
59,3670,2021,6,16,2021-06-16,1,253
59,3671,2021,6,16,2021-06-16,4,1208
59,3672,2021,6,18,2021-06-18,6,28
59,3673,2021,6,21,2021-06-21,3,145
59,3674,2021,6,21,2021-06-21,4,786
59,3675,2021,6,22,2021-06-22,9,101
59,3676,2021,6,23,2021-06-23,1,95
59,3677,2021,6,25,2021-06-25,4,265
59,3678,2021,6,26,2021-06-26,1,294
59,3679,2021,6,29,2021-06-29,5,16
59,3680,2021,7,3,2021-07-03,6,18
59,3681,2021,7,9,2021-07-09,8,70
59,3682,2021,7,12,2021-07-12,6,645
59,3683,2021,7,23,2021-07-23,8,329
59,3684,2021,7,23,2021-07-23,9,0
59,3685,2021,7,24,2021-07-24,5,626
59,3686,2021,8,4,2021-08-04,8,360
59,3687,2021,8,8,2021-08-08,6,32
59,3688,2021,8,19,2021-08-19,8,31
59,3689,2021,8,26,2021-08-26,9,32
59,3690,2021,9,3,2021-09-03,9,295
59,3691,2021,9,9,2021-09-09,4,656
59,3692,2021,9,16,2021-09-16,4,24
59,3693,2021,9,19,2021-09-19,4,327
59,3694,2021,9,24,2021-09-24,4,6873
59,3695,2021,9,26,2021-09-26,4,34
59,3696,2021,10,2,2021-10-02,4,1212
59,3697,2021,10,5,2021-10-05,4,70
59,3698,2021,10,27,2021-10-27,9,227
59,3699,2021,11,3,2021-11-03,4,61
59,3700,2021,11,15,2021-11-15,4,233
59,3701,2021,11,16,2021-11-16,4,1224
59,3702,2021,11,17,2021-11-17,1,133
59,3703,2021,11,19,2021-11-19,7,668
59,3704,2021,11,20,2021-11-20,10,1123
59,3705,2021,11,30,2021-11-30,3,239
59,3706,2021,12,10,2021-12-10,4,400
59,3707,2021,12,14,2021-12-14,1,17
59,3708,2021,12,23,2021-12-23,6,587
59,3709,2022,1,16,2022-01-16,7,297
60,3710,2021,1,23,2021-01-23,1,2301
60,3711,2021,1,28,2021-01-28,8,191
60,3712,2021,2,5,2021-02-05,7,101
60,3713,2021,2,11,2021-02-11,4,1010
60,3714,2021,2,14,2021-02-14,3,567
60,3715,2021,2,16,2021-02-16,10,18
60,3716,2021,2,18,2021-02-18,1,1304
60,3717,2021,2,23,2021-02-23,1,74
60,3718,2021,3,8,2021-03-08,1,415
60,3719,2021,3,12,2021-03-12,4,934
60,3720,2021,3,16,2021-03-16,7,387
60,3721,2021,3,17,2021-03-17,7,255
60,3722,2021,3,27,2021-03-27,6,3080
60,3723,2021,4,11,2021-04-11,8,128
60,3724,2021,4,13,2021-04-13,3,87
60,3725,2021,4,16,2021-04-16,2,494
60,3726,2021,4,20,2021-04-20,9,296
60,3727,2021,4,23,2021-04-23,3,49
60,3728,2021,4,24,2021-04-24,3,420
60,3729,2021,4,25,2021-04-25,2,40
60,3730,2021,4,27,2021-04-27,4,249
60,3731,2021,5,4,2021-05-04,6,0
60,3732,2021,5,7,2021-05-07,8,8
60,3733,2021,5,8,2021-05-08,6,399
60,3734,2021,5,9,2021-05-09,4,1009
60,3735,2021,5,25,2021-05-25,6,427
60,3736,2021,6,6,2021-06-06,4,169
60,3737,2021,6,8,2021-06-08,8,115
60,3738,2021,6,16,2021-06-16,4,702
60,3739,2021,6,27,2021-06-27,4,176
60,3740,2021,7,12,2021-07-12,4,469
60,3741,2021,7,22,2021-07-22,5,168
60,3742,2021,7,24,2021-07-24,4,243
60,3743,2021,7,25,2021-07-25,2,104
60,3744,2021,7,28,2021-07-28,2,151
60,3745,2021,7,28,2021-07-28,4,268
60,3746,2021,7,31,2021-07-31,2,341
60,3747,2021,8,6,2021-08-06,4,56
60,3748,2021,8,12,2021-08-12,4,2251
60,3749,2021,8,13,2021-08-13,5,0
60,3750,2021,8,19,2021-08-19,10,8
60,3751,2021,8,21,2021-08-21,2,154
60,3752,2021,9,2,2021-09-02,2,1636
60,3753,2021,9,5,2021-09-05,4,322
60,3754,2021,9,8,2021-09-08,1,91
60,3755,2021,9,11,2021-09-11,1,53
60,3756,2021,9,13,2021-09-13,1,1006
60,3757,2021,9,13,2021-09-13,4,332
60,3758,2021,9,19,2021-09-19,4,144
60,3759,2021,10,9,2021-10-09,6,36
60,3760,2021,10,14,2021-10-14,3,204
60,3761,2021,10,20,2021-10-20,1,112
60,3762,2021,11,3,2021-11-03,5,1327
60,3763,2021,11,15,2021-11-15,8,232
60,3764,2021,11,20,2021-11-20,8,13
60,3765,2021,11,30,2021-11-30,8,134
60,3766,2021,12,2,2021-12-02,6,4912
60,3767,2021,12,21,2021-12-21,6,320
60,3768,2021,12,22,2021-12-22,9,37
60,3769,2021,12,27,2021-12-27,1,76
60,3770,2021,12,30,2021-12-30,10,120
60,3771,2022,1,2,2022-01-02,9,12
61,3772,2021,2,3,2021-02-03,5,348
61,3773,2021,2,4,2021-02-04,6,434
61,3774,2021,3,1,2021-03-01,7,291
61,3775,2021,3,6,2021-03-06,4,593
61,3776,2021,3,14,2021-03-14,1,334
61,3777,2021,3,14,2021-03-14,4,240
61,3778,2021,3,22,2021-03-22,4,128
61,3779,2021,3,26,2021-03-26,5,31848
61,3780,2021,3,30,2021-03-30,10,218
61,3781,2021,3,31,2021-03-31,8,67
61,3782,2021,4,2,2021-04-02,3,283
61,3783,2021,4,5,2021-04-05,5,792
61,3784,2021,4,7,2021-04-07,4,102
61,3785,2021,4,8,2021-04-08,4,219
61,3786,2021,4,8,2021-04-08,6,1286
61,3787,2021,4,9,2021-04-09,4,213
61,3788,2021,4,9,2021-04-09,6,0
61,3789,2021,4,12,2021-04-12,3,42
61,3790,2021,4,13,2021-04-13,1,330
61,3791,2021,4,18,2021-04-18,4,14
61,3792,2021,4,19,2021-04-19,4,146
61,3793,2021,4,20,2021-04-20,6,34
61,3794,2021,4,22,2021-04-22,4,3354
61,3795,2021,4,27,2021-04-27,5,66
61,3796,2021,5,14,2021-05-14,3,0
61,3797,2021,5,16,2021-05-16,9,0
61,3798,2021,5,17,2021-05-17,6,1795
61,3799,2021,5,20,2021-05-20,3,2480
61,3800,2021,5,21,2021-05-21,5,6857
61,3801,2021,5,22,2021-05-22,3,218
61,3802,2021,5,25,2021-05-25,10,38
61,3803,2021,5,31,2021-05-31,10,838
61,3804,2021,6,9,2021-06-09,2,186
61,3805,2021,6,14,2021-06-14,1,119
61,3806,2021,7,1,2021-07-01,4,408
61,3807,2021,7,2,2021-07-02,3,1510
61,3808,2021,7,2,2021-07-02,4,193
61,3809,2021,7,5,2021-07-05,4,703
61,3810,2021,7,14,2021-07-14,3,335
61,3811,2021,7,15,2021-07-15,6,274
61,3812,2021,7,18,2021-07-18,3,1167
61,3813,2021,7,18,2021-07-18,6,213
61,3814,2021,7,19,2021-07-19,6,30
61,3815,2021,7,19,2021-07-19,6,71
61,3816,2021,7,20,2021-07-20,6,144
61,3817,2021,7,22,2021-07-22,3,482
61,3818,2021,7,25,2021-07-25,6,111
61,3819,2021,7,28,2021-07-28,1,253
61,3820,2021,7,30,2021-07-30,3,915
61,3821,2021,8,9,2021-08-09,3,64
61,3822,2021,8,10,2021-08-10,3,317
61,3823,2021,8,15,2021-08-15,6,735
61,3824,2021,8,17,2021-08-17,3,162
61,3825,2021,8,19,2021-08-19,3,229
61,3826,2021,8,20,2021-08-20,1,8
61,3827,2021,8,20,2021-08-20,3,133
61,3828,2021,8,23,2021-08-23,4,653
61,3829,2021,8,24,2021-08-24,3,176
61,3830,2021,8,29,2021-08-29,10,8
61,3831,2021,8,31,2021-08-31,3,112
61,3832,2021,8,31,2021-08-31,3,1358
61,3833,2021,9,1,2021-09-01,2,361
61,3834,2021,9,2,2021-09-02,1,4485
61,3835,2021,9,3,2021-09-03,8,23
61,3836,2021,9,11,2021-09-11,2,1776
