project_id,sent_to_crc_date,project_size,source,status
156132,2021-02-02,Small,pre_crc,pre_crc
155564,2021-03-02,Small,pre_crc,pre_crc
139689,2021-05-16,Small,pre_crc,pre_crc
139690,2021-05-15,Small,pre_crc,pre_crc
139692,2021-03-01,Small,pre_crc,pre_crc
139696,2021-08-11,Small,pre_crc,pre_crc
139697,2021-09-07,Small,pre_crc,pre_crc
139701,2021-05-22,Small,pre_crc,pre_crc
141250,2021-05-14,Small,pre_crc,pre_crc
141640,2021-02-12,Small,pre_crc,pre_crc
141658,2021-02-15,Small,pre_crc,pre_crc
141664,2022-06-06,Small,pre_crc,pre_crc
141734,2022-08-04,Small,pre_crc,pre_crc
142083,2021-12-24,Small,pre_crc,pre_crc
142282,2021-07-19,Small,pre_crc,pre_crc
139982,2021-06-20,Small,pre_crc,pre_crc
139996,2021-02-09,Small,pre_crc,pre_crc
140422,2021-12-28,Small,pre_crc,pre_crc
140213,2021-02-21,Small,pre_crc,pre_crc
142566,2021-06-06,Small,pre_crc,pre_crc
142569,2021-04-26,Small,pre_crc,pre_crc
142575,2021-06-06,Small,pre_crc,pre_crc
142390,2021-11-06,Small,pre_crc,pre_crc
142326,2021-08-11,Small,pre_crc,pre_crc
143439,2021-09-25,Small,pre_crc,pre_crc
143872,2021-03-20,Small,pre_crc,pre_crc
143843,2021-02-24,Small,pre_crc,pre_crc
144048,2021-08-17,Small,pre_crc,pre_crc
144290,2021-03-14,Small,pre_crc,pre_crc
144264,2021-08-18,Small,pre_crc,pre_crc
143982,2022-03-14,Small,pre_crc,pre_crc
143283,2021-04-09,Large,pre_crc,pre_crc
142433,2021-10-11,Small,pre_crc,pre_crc
140816,2021-05-08,Small,pre_crc,pre_crc
140530,2021-06-11,Small,pre_crc,pre_crc
140606,2021-01-20,Small,pre_crc,pre_crc
141773,2021-12-29,Small,pre_crc,pre_crc
141977,2021-01-28,Small,pre_crc,pre_crc
141960,2021-04-01,Small,pre_crc,pre_crc
141966,2021-02-22,Small,pre_crc,pre_crc
141941,2021-02-20,Small,pre_crc,pre_crc
139648,2021-10-27,Small,pre_crc,pre_crc
155337,2021-10-13,Small,pre_crc,pre_crc
155264,2022-01-31,Small,pre_crc,pre_crc
155762,2021-06-24,Small,pre_crc,pre_crc
155581,2021-09-27,Very Large,pre_crc,pre_crc
156276,2021-05-21,Small,pre_crc,pre_crc
155884,2021-01-26,Small,pre_crc,pre_crc
155905,2021-12-14,Small,pre_crc,pre_crc
155790,2021-12-24,Small,pre_crc,pre_crc
155974,2021-10-20,Small,pre_crc,pre_crc
154716,2021-11-09,Small,pre_crc,pre_crc
156941,2021-05-09,Small,pre_crc,pre_crc
156725,2021-12-25,Small,pre_crc,pre_crc
156695,2021-02-23,Small,pre_crc,pre_crc
156535,2021-03-03,Small,pre_crc,pre_crc
156576,2021-03-16,Small,pre_crc,pre_crc
156658,2021-04-19,Small,pre_crc,pre_crc
156978,2021-04-07,Small,pre_crc,pre_crc
157464,2021-03-27,Small,pre_crc,pre_crc
162068,2021-01-31,Small,pre_crc,pre_crc
160130,2022-01-16,Small,pre_crc,pre_crc
160131,2021-02-19,Small,pre_crc,pre_crc
160132,2021-07-15,Small,pre_crc,pre_crc
160133,2021-02-06,Small,pre_crc,pre_crc
159981,2021-08-09,Small,pre_crc,pre_crc
159944,2021-04-26,Small,pre_crc,pre_crc
158950,2021-07-08,Small,pre_crc,pre_crc
150337,2021-04-02,Small,pre_crc,pre_crc
150137,2021-01-20,Large,pre_crc,pre_crc
150888,2021-02-14,Small,pre_crc,pre_crc
151529,2021-02-21,Small,pre_crc,pre_crc
151652,2021-02-15,Small,pre_crc,pre_crc
154008,2021-06-08,Small,pre_crc,pre_crc
152934,2023-03-08,Small,pre_crc,pre_crc
153247,2021-05-12,Small,pre_crc,pre_crc
152801,2022-01-03,Small,pre_crc,pre_crc
152834,2021-02-03,Small,pre_crc,pre_crc
152838,2022-09-29,Small,pre_crc,pre_crc
152734,2021-10-02,Small,pre_crc,pre_crc
148903,2021-09-03,Small,pre_crc,pre_crc
149306,2021-04-01,Small,pre_crc,pre_crc
148642,2022-02-03,Small,pre_crc,pre_crc
148676,2022-09-08,Large,pre_crc,pre_crc
148790,2021-10-13,Small,pre_crc,pre_crc
148791,2022-05-14,Small,pre_crc,pre_crc
148792,2021-04-07,Small,pre_crc,pre_crc
147863,2021-05-15,Small,pre_crc,pre_crc
146792,2021-05-02,Small,pre_crc,pre_crc
146513,2021-02-01,Small,pre_crc,pre_crc
146510,2021-02-17,Very Large,pre_crc,pre_crc
146525,2022-02-07,Small,pre_crc,pre_crc
145446,2021-05-07,Small,pre_crc,pre_crc
145592,2021-02-28,Small,pre_crc,pre_crc
144892,2021-06-11,Small,pre_crc,pre_crc
144960,2021-08-19,Small,pre_crc,pre_crc
145070,2021-05-10,Small,pre_crc,pre_crc
145030,2021-09-29,Small,pre_crc,pre_crc
167595,2021-02-05,Small,pre_crc,pre_crc
167759,2021-02-14,Small,pre_crc,pre_crc
167920,2021-04-25,Small,pre_crc,pre_crc
167921,2023-03-20,Small,pre_crc,pre_crc
167922,2021-07-07,Small,pre_crc,pre_crc
167923,2022-08-14,Small,pre_crc,pre_crc
167924,2021-04-10,Small,pre_crc,pre_crc
167925,2022-04-26,Small,pre_crc,pre_crc
167926,2021-02-23,Small,pre_crc,pre_crc
167927,2022-01-31,Small,pre_crc,pre_crc
167928,2021-08-03,Small,pre_crc,pre_crc
167929,2021-03-20,Small,pre_crc,pre_crc
167930,2021-03-14,Small,pre_crc,pre_crc
167931,2021-03-14,Small,pre_crc,pre_crc
167997,2021-08-21,Small,pre_crc,pre_crc
168074,2022-04-05,Small,pre_crc,pre_crc
167045,2021-02-09,Small,pre_crc,pre_crc
167018,2021-03-10,Small,pre_crc,pre_crc
167338,2021-04-14,Small,pre_crc,pre_crc
167287,2021-03-03,Small,pre_crc,pre_crc
167461,2021-03-09,Small,pre_crc,pre_crc
166067,2021-03-03,Small,pre_crc,pre_crc
166059,2021-09-28,Small,pre_crc,pre_crc
166362,2021-05-27,Small,pre_crc,pre_crc
166583,2021-04-16,Small,pre_crc,pre_crc
166486,2021-06-19,Small,pre_crc,pre_crc
164003,2021-01-27,Small,pre_crc,pre_crc
163943,2021-02-08,Small,pre_crc,pre_crc
164215,2021-07-18,Small,pre_crc,pre_crc
164292,2021-09-17,Small,pre_crc,pre_crc
165403,2021-10-03,Small,pre_crc,pre_crc
165388,2021-01-21,Large,pre_crc,pre_crc
165317,2021-08-17,Small,pre_crc,pre_crc
165666,2021-01-27,Small,pre_crc,pre_crc
166623,2021-04-19,Small,pre_crc,pre_crc
167027,2022-01-26,Small,pre_crc,pre_crc
145143,2021-07-12,Small,pre_crc,pre_crc
145268,2021-02-12,Small,pre_crc,pre_crc
146843,2022-02-28,Small,pre_crc,pre_crc
147132,2021-02-14,Small,pre_crc,pre_crc
147832,2021-03-04,Small,pre_crc,pre_crc
148367,2021-05-03,Small,pre_crc,pre_crc
148438,2021-02-03,Small,pre_crc,pre_crc
148587,2021-04-26,Small,pre_crc,pre_crc
149273,2021-03-18,Small,pre_crc,pre_crc
149136,2021-04-30,Small,pre_crc,pre_crc
151853,2021-05-27,Small,pre_crc,pre_crc
152362,2021-08-08,Small,pre_crc,pre_crc
152379,2021-04-13,Small,pre_crc,pre_crc
151628,2021-01-28,Small,pre_crc,pre_crc
162568,2021-07-01,Small,pre_crc,pre_crc
156529,2022-02-14,Large,pre_crc,pre_crc
156380,2021-09-21,Small,pre_crc,pre_crc
139716,2021-05-17,Large,pre_crc,pre_crc
139827,2022-03-22,Small,pre_crc,pre_crc
162541,2021-06-01,Small,pre_crc,pre_crc
161207,2021-05-28,Small,pre_crc,pre_crc
167677,2021-01-29,Small,pre_crc,pre_crc
167620,2021-09-02,Small,pre_crc,pre_crc
168090,2022-01-02,Small,pre_crc,pre_crc
168030,2022-01-01,Small,pre_crc,pre_crc
168103,2022-12-26,Small,pre_crc,pre_crc
167137,2021-06-04,Large,pre_crc,pre_crc
166549,2022-01-06,Small,pre_crc,pre_crc
166402,2021-08-06,Small,pre_crc,pre_crc
166408,2021-05-17,Small,pre_crc,pre_crc
165900,2021-04-12,Small,pre_crc,pre_crc
166358,2021-02-06,Small,pre_crc,pre_crc
166344,2021-09-22,Small,pre_crc,pre_crc
166340,2021-05-04,Small,pre_crc,pre_crc
166377,2022-07-07,Large,pre_crc,pre_crc
166369,2021-02-25,Large,pre_crc,pre_crc
166296,2021-06-18,Small,pre_crc,pre_crc
166316,2021-03-28,Small,pre_crc,pre_crc
166288,2022-04-08,Small,pre_crc,pre_crc
166289,2021-02-07,Small,pre_crc,pre_crc
166290,2021-05-01,Small,pre_crc,pre_crc
143869,2021-04-08,Very Large,pre_crc,pre_crc
143866,2021-04-30,Small,pre_crc,pre_crc
143937,2021-03-05,Small,pre_crc,pre_crc
143789,2022-05-02,Small,pre_crc,pre_crc
140007,2022-03-06,Small,pre_crc,pre_crc
140610,2021-04-07,Small,pre_crc,pre_crc
140630,2021-09-20,Small,pre_crc,pre_crc
141199,2021-03-31,Small,pre_crc,pre_crc
141253,2021-05-24,Small,pre_crc,pre_crc
142235,2021-02-14,Small,pre_crc,pre_crc
142238,2022-02-14,Small,pre_crc,pre_crc
142239,2021-03-24,Small,pre_crc,pre_crc
139832,2021-07-16,Small,pre_crc,pre_crc
139748,2021-04-07,Small,pre_crc,pre_crc
139655,2022-06-13,Small,pre_crc,pre_crc
139656,2021-09-22,Small,pre_crc,pre_crc
139699,2021-04-11,Small,pre_crc,pre_crc
139681,2021-08-09,Small,pre_crc,pre_crc
139687,2021-02-02,Small,pre_crc,pre_crc
139678,2021-02-24,Small,pre_crc,pre_crc
155338,2021-07-13,Small,pre_crc,pre_crc
155370,2021-08-06,Small,pre_crc,pre_crc
156202,2021-05-16,Small,pre_crc,pre_crc
158289,2021-02-01,Small,pre_crc,pre_crc
158117,2021-02-11,Small,pre_crc,pre_crc
157065,2021-02-16,Small,pre_crc,pre_crc
156593,2022-05-12,Small,pre_crc,pre_crc
160878,2021-08-07,Small,pre_crc,pre_crc
158790,2021-12-16,Large,pre_crc,pre_crc
159166,2021-02-13,Very Large,pre_crc,pre_crc
152766,2021-06-15,Small,pre_crc,pre_crc
153452,2021-09-16,Small,pre_crc,pre_crc
153785,2021-03-28,Small,pre_crc,pre_crc
149386,2021-04-11,Small,pre_crc,pre_crc
149991,2021-06-09,Large,pre_crc,pre_crc
150620,2021-10-03,Small,pre_crc,pre_crc
150763,2021-10-06,Small,pre_crc,pre_crc
151308,2021-12-26,Small,pre_crc,pre_crc
151681,2021-04-17,Small,pre_crc,pre_crc
145781,2023-12-02,Small,pre_crc,pre_crc
147843,2021-02-07,Small,pre_crc,pre_crc
149056,2021-11-03,Small,pre_crc,pre_crc
148523,2021-03-26,Small,pre_crc,pre_crc
167214,2021-01-26,Small,pre_crc,pre_crc
166406,2021-12-15,Small,pre_crc,pre_crc
164840,2021-07-10,Small,pre_crc,pre_crc
144462,2021-01-23,Small,pre_crc,pre_crc
143500,2021-05-16,Small,pre_crc,pre_crc
142502,2021-03-20,Small,pre_crc,pre_crc
140962,2021-04-08,Small,pre_crc,pre_crc
140937,2021-07-24,Small,pre_crc,pre_crc
140913,2021-02-07,Small,pre_crc,pre_crc
140924,2022-10-18,Small,pre_crc,pre_crc
140834,2021-03-05,Small,pre_crc,pre_crc
140827,2021-03-12,Small,pre_crc,pre_crc
140628,2021-09-12,Small,pre_crc,pre_crc
140527,2021-02-01,Small,pre_crc,pre_crc
140476,2021-02-05,Small,pre_crc,pre_crc
139892,2021-02-02,Small,pre_crc,pre_crc
139866,2021-02-24,Small,pre_crc,pre_crc
142003,2021-03-11,Small,pre_crc,pre_crc
156582,2021-11-26,Small,pre_crc,pre_crc
161179,2021-06-13,Small,pre_crc,pre_crc
150363,2021-01-24,Small,pre_crc,pre_crc
150853,2021-01-28,Small,pre_crc,pre_crc
151689,2021-03-12,Small,pre_crc,pre_crc
146109,2021-03-31,Small,pre_crc,pre_crc
146979,2021-03-05,Small,pre_crc,pre_crc
146999,2021-03-27,Small,pre_crc,pre_crc
146983,2021-06-19,Small,pre_crc,pre_crc
146986,2021-11-06,Small,pre_crc,pre_crc
146917,2021-04-07,Small,pre_crc,pre_crc
147105,2021-12-18,Small,pre_crc,pre_crc
147317,2021-02-26,Small,pre_crc,pre_crc
166790,2021-04-16,Small,pre_crc,pre_crc
147026,2021-03-23,Small,pre_crc,pre_crc
147120,2021-05-19,Small,pre_crc,pre_crc
148046,2022-06-25,Small,pre_crc,pre_crc
147905,2021-01-24,Small,pre_crc,pre_crc
148854,2021-03-14,Small,pre_crc,pre_crc
145906,2021-03-01,Small,pre_crc,pre_crc
145897,2021-04-03,Small,pre_crc,pre_crc
145107,2021-01-31,Small,pre_crc,pre_crc
145160,2021-12-26,Small,pre_crc,pre_crc
153276,2021-03-01,Small,pre_crc,pre_crc
153208,2021-03-28,Small,pre_crc,pre_crc
152009,2021-03-04,Small,pre_crc,pre_crc
149837,2021-07-20,Very Large,pre_crc,pre_crc
149985,2021-01-21,Large,pre_crc,pre_crc
151563,2021-02-08,Small,pre_crc,pre_crc
155025,2021-03-01,Small,pre_crc,pre_crc
155190,2021-09-26,Small,pre_crc,pre_crc
155180,2021-01-24,Small,pre_crc,pre_crc
154471,2021-04-04,Small,pre_crc,pre_crc
154388,2022-09-09,Small,pre_crc,pre_crc
155816,2021-05-16,Small,pre_crc,pre_crc
155809,2021-11-30,Small,pre_crc,pre_crc
155949,2021-02-09,Small,pre_crc,pre_crc
156356,2021-08-13,Small,pre_crc,pre_crc
155373,2021-03-08,Small,pre_crc,pre_crc
155376,2021-06-19,Small,pre_crc,pre_crc
158602,2021-04-24,Small,pre_crc,pre_crc
156733,2021-05-02,Small,pre_crc,pre_crc
156734,2021-07-09,Small,pre_crc,pre_crc
157356,2021-03-16,Small,pre_crc,pre_crc
157400,2021-04-04,Small,pre_crc,pre_crc
156960,2021-04-30,Small,pre_crc,pre_crc
157114,2021-05-24,Small,pre_crc,pre_crc
157127,2021-11-17,Small,pre_crc,pre_crc
157146,2021-06-26,Small,pre_crc,pre_crc
159428,2021-03-24,Small,pre_crc,pre_crc
159410,2021-11-14,Small,pre_crc,pre_crc
159732,2021-09-03,Small,pre_crc,pre_crc
160913,2021-04-14,Small,pre_crc,pre_crc
160910,2021-03-15,Small,pre_crc,pre_crc
160049,2022-01-24,Small,pre_crc,pre_crc
160462,2021-05-25,Small,pre_crc,pre_crc
163105,2021-04-05,Small,pre_crc,pre_crc
163184,2021-04-03,Small,pre_crc,pre_crc
162431,2021-01-21,Small,pre_crc,pre_crc
161990,2021-06-30,Small,pre_crc,pre_crc
161878,2021-01-30,Small,pre_crc,pre_crc
161765,2021-02-16,Small,pre_crc,pre_crc
161753,2021-02-28,Small,pre_crc,pre_crc
161739,2022-02-25,Small,pre_crc,pre_crc
161479,2021-01-27,Small,pre_crc,pre_crc
161592,2021-03-23,Small,pre_crc,pre_crc
139878,2021-02-22,Small,pre_crc,pre_crc
139879,2021-06-10,Small,pre_crc,pre_crc
142067,2021-03-25,Small,pre_crc,pre_crc
144402,2021-07-31,Small,pre_crc,pre_crc
165654,2021-05-28,Small,pre_crc,pre_crc
165571,2021-06-18,Small,pre_crc,pre_crc
165309,2021-12-22,Small,pre_crc,pre_crc
165414,2021-10-21,Very Large,pre_crc,pre_crc
164823,2021-09-20,Small,pre_crc,pre_crc
163947,2021-06-12,Small,pre_crc,pre_crc
163511,2021-03-13,Very Large,pre_crc,pre_crc
168064,2021-04-11,Small,pre_crc,pre_crc
167063,2021-03-23,Small,pre_crc,pre_crc
166073,2021-04-24,Small,pre_crc,pre_crc
166178,2021-06-26,Small,pre_crc,pre_crc
166926,2021-01-24,Small,pre_crc,pre_crc
166587,2021-06-05,Small,pre_crc,pre_crc
139859,2021-07-27,Small,pre_crc,pre_crc
142065,2021-06-06,Small,pre_crc,pre_crc
140636,2021-05-21,Small,pre_crc,pre_crc
140732,2021-11-25,Large,pre_crc,pre_crc
140090,2021-01-20,Very Large,pre_crc,pre_crc
139876,2021-02-13,Small,pre_crc,pre_crc
143427,2021-07-08,Small,pre_crc,pre_crc
144585,2021-01-25,Small,pre_crc,pre_crc
144568,2021-03-17,Small,pre_crc,pre_crc
145756,2022-01-07,Small,pre_crc,pre_crc
145291,2021-06-09,Small,pre_crc,pre_crc
145561,2021-01-26,Small,pre_crc,pre_crc
145245,2021-02-17,Small,pre_crc,pre_crc
146201,2021-02-15,Small,pre_crc,pre_crc
146125,2021-05-14,Small,pre_crc,pre_crc
146830,2022-01-30,Small,pre_crc,pre_crc
149156,2021-08-26,Small,pre_crc,pre_crc
149157,2021-06-10,Small,pre_crc,pre_crc
149158,2021-04-18,Small,pre_crc,pre_crc
149159,2021-07-07,Small,pre_crc,pre_crc
149160,2021-02-08,Small,pre_crc,pre_crc
149107,2021-02-24,Small,pre_crc,pre_crc
148576,2021-11-19,Small,pre_crc,pre_crc
148655,2021-02-15,Small,pre_crc,pre_crc
148175,2021-05-29,Small,pre_crc,pre_crc
147633,2021-10-06,Small,pre_crc,pre_crc
147896,2021-03-10,Small,pre_crc,pre_crc
147041,2021-06-29,Small,pre_crc,pre_crc
147144,2021-02-01,Small,pre_crc,pre_crc
153230,2021-06-29,Small,pre_crc,pre_crc
151937,2021-04-16,Small,pre_crc,pre_crc
152276,2021-02-09,Small,pre_crc,pre_crc
152373,2021-03-15,Small,pre_crc,pre_crc
152617,2021-03-16,Small,pre_crc,pre_crc
150627,2021-09-02,Small,pre_crc,pre_crc
151366,2022-02-25,Small,pre_crc,pre_crc
151497,2021-05-05,Small,pre_crc,pre_crc
151467,2021-02-08,Small,pre_crc,pre_crc
151562,2022-02-25,Small,pre_crc,pre_crc
149493,2021-03-27,Small,pre_crc,pre_crc
149714,2022-01-04,Small,pre_crc,pre_crc
149795,2021-02-20,Small,pre_crc,pre_crc
161894,2021-01-31,Small,pre_crc,pre_crc
161966,2021-09-30,Small,pre_crc,pre_crc
159918,2021-03-13,Small,pre_crc,pre_crc
160349,2021-02-10,Small,pre_crc,pre_crc
160373,2021-10-17,Small,pre_crc,pre_crc
160367,2021-02-15,Small,pre_crc,pre_crc
160796,2021-01-28,Small,pre_crc,pre_crc
158276,2021-03-06,Small,pre_crc,pre_crc
156754,2021-02-09,Small,pre_crc,pre_crc
156449,2021-10-22,Small,pre_crc,pre_crc
155204,2021-11-03,Small,pre_crc,pre_crc
155514,2021-02-21,Small,pre_crc,pre_crc
155750,2021-08-01,Small,pre_crc,pre_crc
155784,2021-07-26,Large,pre_crc,pre_crc
155785,2021-02-28,Small,pre_crc,pre_crc
155661,2021-06-12,Small,pre_crc,pre_crc
155975,2021-09-24,Small,pre_crc,pre_crc
155847,2021-02-19,Small,pre_crc,pre_crc
156158,2021-10-22,Small,pre_crc,pre_crc
156257,2021-08-20,Small,pre_crc,pre_crc
156242,2021-05-21,Small,pre_crc,pre_crc
154451,2021-06-17,Small,pre_crc,pre_crc
154501,2021-10-15,Small,pre_crc,pre_crc
154256,2021-03-10,Small,pre_crc,pre_crc
154646,2021-10-08,Small,pre_crc,pre_crc
154710,2021-04-09,Small,pre_crc,pre_crc
165589,2021-02-25,Small,pre_crc,pre_crc
165563,2022-01-19,Small,pre_crc,pre_crc
165093,2021-04-05,Small,pre_crc,pre_crc
164989,2021-05-30,Small,pre_crc,pre_crc
163923,2021-03-06,Small,pre_crc,pre_crc
163913,2021-04-19,Small,pre_crc,pre_crc
163740,2021-02-04,Small,pre_crc,pre_crc
163583,2022-01-16,Small,pre_crc,pre_crc
164260,2022-06-17,Small,pre_crc,pre_crc
164439,2021-09-02,Small,pre_crc,pre_crc
164621,2021-03-14,Small,pre_crc,pre_crc
164618,2021-01-24,Small,pre_crc,pre_crc
166758,2022-04-03,Small,pre_crc,pre_crc
166831,2021-11-18,Small,pre_crc,pre_crc
166870,2021-06-12,Small,pre_crc,pre_crc
166507,2021-02-26,Small,pre_crc,pre_crc
166069,2022-01-05,Small,pre_crc,pre_crc
168109,2021-12-04,Small,pre_crc,pre_crc
167979,2021-10-26,Small,pre_crc,pre_crc
167963,2021-02-08,Small,pre_crc,pre_crc
168012,2021-02-02,Small,pre_crc,pre_crc
168008,2021-02-19,Small,pre_crc,pre_crc
167724,2021-02-25,Small,pre_crc,pre_crc
167834,2021-01-25,Small,pre_crc,pre_crc
162956,2021-04-17,Small,pre_crc,pre_crc
162957,2022-06-16,Small,pre_crc,pre_crc
163606,2021-03-25,Small,pre_crc,pre_crc
163610,2021-01-22,Small,pre_crc,pre_crc
163629,2021-02-16,Small,pre_crc,pre_crc
163625,2021-04-17,Small,pre_crc,pre_crc
163626,2021-06-08,Small,pre_crc,pre_crc
163627,2021-01-31,Small,pre_crc,pre_crc
163660,2021-04-23,Small,pre_crc,pre_crc
163661,2021-03-12,Small,pre_crc,pre_crc
164678,2022-05-06,Small,pre_crc,pre_crc
141978,2021-09-17,Very Large,pre_crc,pre_crc
163252,2021-01-25,Small,pre_crc,pre_crc
163253,2021-09-27,Small,pre_crc,pre_crc
163646,2021-03-09,Small,pre_crc,pre_crc
163647,2021-05-22,Small,pre_crc,pre_crc
163601,2021-04-08,Small,pre_crc,pre_crc
163598,2021-06-18,Small,pre_crc,pre_crc
163599,2021-12-29,Small,pre_crc,pre_crc
163429,2022-01-11,Small,pre_crc,pre_crc
163431,2022-01-27,Small,pre_crc,pre_crc
163820,2021-04-23,Small,pre_crc,pre_crc
156948,2023-03-13,Small,pre_crc,pre_crc
156935,2021-03-13,Small,pre_crc,pre_crc
156936,2021-04-25,Small,pre_crc,pre_crc
156932,2022-04-01,Small,pre_crc,pre_crc
156527,2021-01-31,Small,pre_crc,pre_crc
156084,2022-11-12,Small,pre_crc,pre_crc
156176,2021-08-09,Small,pre_crc,pre_crc
156162,2021-09-20,Small,pre_crc,pre_crc
156163,2022-01-06,Small,pre_crc,pre_crc
156159,2022-03-20,Small,pre_crc,pre_crc
156160,2021-10-21,Small,pre_crc,pre_crc
156153,2021-03-09,Small,pre_crc,pre_crc
154288,2022-02-13,Small,pre_crc,pre_crc
162044,2021-02-23,Small,pre_crc,pre_crc
167248,2021-02-08,Small,pre_crc,pre_crc
166748,2021-02-02,Very Large,pre_crc,pre_crc
166745,2021-02-17,Large,pre_crc,pre_crc
163421,2021-10-21,Small,pre_crc,pre_crc
162559,2021-12-07,Large,pre_crc,pre_crc
159307,2021-02-08,Small,pre_crc,pre_crc
159308,2022-02-22,Small,pre_crc,pre_crc
154972,2022-02-28,Small,pre_crc,pre_crc
156375,2021-01-22,Small,pre_crc,pre_crc
155820,2021-01-27,Large,pre_crc,pre_crc
146693,2021-04-25,Small,pre_crc,pre_crc
145443,2022-03-17,Large,pre_crc,pre_crc
145263,2021-05-02,Small,pre_crc,pre_crc
143581,2021-03-01,Large,pre_crc,pre_crc
143578,2021-02-03,Small,pre_crc,pre_crc
143951,2021-01-24,Small,pre_crc,pre_crc
143904,2021-04-19,Large,pre_crc,pre_crc
142608,2021-03-04,Small,pre_crc,pre_crc
142044,2021-11-26,Small,pre_crc,pre_crc
141483,2021-03-29,Small,pre_crc,pre_crc
138912,2021-03-03,Small,pre_crc,pre_crc
139122,2021-03-21,Very Large,pre_crc,pre_crc
138992,2022-06-25,Small,pre_crc,pre_crc
138993,2021-05-19,Small,pre_crc,pre_crc
139313,2021-06-04,Small,pre_crc,pre_crc
137881,2021-02-03,Small,pre_crc,pre_crc
138038,2021-04-29,Very Large,pre_crc,pre_crc
138039,2021-06-27,Large,pre_crc,pre_crc
138336,2021-07-15,Small,pre_crc,pre_crc
138112,2021-02-19,Large,pre_crc,pre_crc
138114,2021-09-12,Small,pre_crc,pre_crc
138442,2021-03-31,Small,pre_crc,pre_crc
142226,2021-04-02,Small,pre_crc,pre_crc
144472,2022-05-19,Large,pre_crc,pre_crc
144467,2021-02-26,Very Large,pre_crc,pre_crc
144684,2021-06-16,Small,pre_crc,pre_crc
149167,2021-06-05,Small,pre_crc,pre_crc
150443,2021-04-13,Small,pre_crc,pre_crc
150444,2021-05-08,Small,pre_crc,pre_crc
166250,2021-09-09,Small,pre_crc,pre_crc
163672,2021-01-28,Small,pre_crc,pre_crc
165107,2022-01-20,Large,pre_crc,pre_crc
147986,2021-10-15,Small,pre_crc,pre_crc
142501,2021-11-05,Small,pre_crc,pre_crc
142503,2021-05-28,Large,pre_crc,pre_crc
142498,2021-03-06,Small,pre_crc,pre_crc
142505,2021-04-19,Large,pre_crc,pre_crc
142486,2021-02-06,Large,pre_crc,pre_crc
142472,2021-02-13,Small,pre_crc,pre_crc
142473,2021-02-17,Large,pre_crc,pre_crc
142474,2021-04-19,Large,pre_crc,pre_crc
142475,2021-03-06,Small,pre_crc,pre_crc
142430,2021-02-25,Small,pre_crc,pre_crc
142428,2021-02-24,Small,pre_crc,pre_crc
142426,2021-01-20,Small,pre_crc,pre_crc
142409,2021-03-12,Small,pre_crc,pre_crc
142410,2021-03-18,Small,pre_crc,pre_crc
142413,2021-02-19,Small,pre_crc,pre_crc
142414,2021-09-30,Small,pre_crc,pre_crc
142415,2023-01-13,Small,pre_crc,pre_crc
142416,2021-11-07,Small,pre_crc,pre_crc
142424,2021-08-08,Small,pre_crc,pre_crc
142420,2022-02-23,Small,pre_crc,pre_crc
142421,2021-03-21,Small,pre_crc,pre_crc
142404,2022-03-10,Small,pre_crc,pre_crc
142399,2021-01-25,Small,pre_crc,pre_crc
142400,2021-06-14,Small,pre_crc,pre_crc
142401,2021-01-20,Small,pre_crc,pre_crc
142385,2021-03-08,Large,pre_crc,pre_crc
142396,2021-09-01,Small,pre_crc,pre_crc
142383,2021-01-30,Small,pre_crc,pre_crc
142375,2021-06-04,Small,pre_crc,pre_crc
142372,2021-03-09,Small,pre_crc,pre_crc
142373,2021-06-20,Small,pre_crc,pre_crc
142379,2021-06-21,Large,pre_crc,pre_crc
142380,2022-07-21,Small,pre_crc,pre_crc
150267,2022-08-05,Small,pre_crc,pre_crc
150268,2021-10-23,Small,pre_crc,pre_crc
150269,2021-09-26,Small,pre_crc,pre_crc
151176,2021-11-29,Small,pre_crc,pre_crc
151266,2021-01-23,Small,pre_crc,pre_crc
151267,2021-01-26,Small,pre_crc,pre_crc
151246,2021-06-18,Small,pre_crc,pre_crc
150733,2021-09-12,Small,pre_crc,pre_crc
150886,2022-01-03,Small,pre_crc,pre_crc
150879,2021-12-06,Small,pre_crc,pre_crc
151056,2021-02-20,Small,pre_crc,pre_crc
152624,2021-03-18,Small,pre_crc,pre_crc
152056,2021-01-21,Small,pre_crc,pre_crc
151950,2022-10-31,Small,pre_crc,pre_crc
151796,2021-02-06,Small,pre_crc,pre_crc
153935,2021-07-19,Very Large,pre_crc,pre_crc
153727,2021-05-29,Small,pre_crc,pre_crc
153330,2021-02-21,Large,pre_crc,pre_crc
152970,2021-03-14,Small,pre_crc,pre_crc
147845,2021-06-25,Small,pre_crc,pre_crc
147699,2021-06-29,Small,pre_crc,pre_crc
149152,2021-10-08,Small,pre_crc,pre_crc
149153,2021-04-09,Small,pre_crc,pre_crc
149154,2021-05-11,Small,pre_crc,pre_crc
149326,2021-08-27,Small,pre_crc,pre_crc
148321,2021-01-25,Small,pre_crc,pre_crc
146099,2021-02-28,Small,pre_crc,pre_crc
145888,2021-02-15,Small,pre_crc,pre_crc
145896,2021-01-30,Small,pre_crc,pre_crc
145867,2021-02-11,Small,pre_crc,pre_crc
145877,2021-05-26,Small,pre_crc,pre_crc
146333,2021-04-04,Large,pre_crc,pre_crc
146356,2022-02-22,Small,pre_crc,pre_crc
146855,2021-03-13,Small,pre_crc,pre_crc
144679,2021-11-12,Small,pre_crc,pre_crc
